GO_BP	Gene_Size	Gene_List
GO:0061337:cardiac conduction	47	ABCC9,AKAP9,CACNA1C,CACNA1D,CACNA1F,CACNA1S,CACNA2D1,CACNA2D2,CACNA2D3,CACNA2D4,CACNB1,CACNB2,CACNB3,CACNB4,CACNG1,CACNG2,CACNG3,CACNG4,CACNG5,CACNG6,CACNG7,CACNG8,KCND1,KCND2,KCND3,KCNE1,KCNE2,KCNH2,KCNIP1,KCNIP2,KCNIP3,KCNIP4,KCNJ12,KCNJ14,KCNJ2,KCNJ4,KCNK1,KCNK15,KCNK3,KCNK6,KCNQ1,MEF2A,SCN1B,SCN5A,SLC4A3,SPTBN4,ZMPSTE24
GO:0061351:neural precursor cell proliferation	13	DBN1,EPHB1,IFT20,KCTD13,MELK,ORC3,RPGRIP1,SLC39A5,TARBP2,TMEM14B,TRNP1,WDR47,ZNF503
GO:0061355:Wnt protein secretion	2	PORCN,WLS
GO:0061357:positive regulation of Wnt protein secretion	3	PTPN23,VPS35,WLS
GO:0061364:apoptotic process involved in luteolysis	3	ROBO2,SLIT2,SLIT3
GO:0061368:behavioral response to formalin induced pain	2	NTRK1,P2RX3
GO:0061370:testosterone biosynthetic process	5	AKR1C3,CYP19A1,HSD17B3,SRD5A2,STAR
GO:0061371:determination of heart left/right asymmetry	5	CER1,DAND5,MEGF8,MMP21,TBXT
GO:0061379:inferior colliculus development	2	FOXB1,TFAP2D
GO:0061384:heart trabecula morphogenesis	7	BMP5,BMP7,NOG,NOTCH1,S1PR1,SOS1,TGFBR3
GO:0061386:closure of optic fissure	2	PHACTR4,SOX11
GO:0061402:positive regulation of transcription from RNA polymerase II promoter in response to acidic pH	2	PCK1,SLC38A3
GO:0061408:positive regulation of transcription from RNA polymerase II promoter in response to heat stress	8	HSF1,HSF2,HSF4,HSF5,HSFX1,HSFX3,HSFX4,HSFY1
GO:0061418:regulation of transcription from RNA polymerase II promoter in response to hypoxia	71	ARNT,BACH1,CA9,CREBBP,CUL2,EGLN1,EGLN2,EGLN3,EGR1,ELOB,ELOC,EP300,EPAS1,EPO,HIF1A,HIF1AN,HIF3A,HIGD1A,LIMD1,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMA8,PSMB1,PSMB10,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,RBX1,RPS27A,STOX1,UBA52,UBB,UBC,VEGFA,VHL
GO:0061419:positive regulation of transcription from RNA polymerase II promoter in response to hypoxia	6	HIF1A,NFE2L2,NOTCH1,RBPJ,TP53,VEGFA
GO:0061428:negative regulation of transcription from RNA polymerase II promoter in response to hypoxia	4	CITED2,HIF1AN,SIRT2,VHL
GO:0061436:establishment of skin barrier	25	ABCA12,ALOX12,ALOX12B,ALOXE3,CLDN1,CLDN4,CYP26B1,ELOVL1,FA2H,FLG,FLG2,GRHL1,GRHL3,HRNR,KDF1,KRT1,KRT16,LSR,MET,SFN,STARD7,STMN1,TMEM79,TP63,UGCG
GO:0061441:renal artery morphogenesis	2	NRP1,PKD2
GO:0061448:connective tissue development	2	LOX,SLC39A13
GO:0061458:reproductive system development	5	LRRC6,NDUFS6,PLEKHA5,PPP1R9B,UBE2Q1
GO:0061462:protein localization to lysosome	11	ATP13A2,C12orf66,CD81,GGA3,KPTN,LAMTOR4,LAMTOR5,RNF128,RTN4,SH3BP4,SZT2
GO:0061469:regulation of type B pancreatic cell proliferation	7	ERRFI1,FMC1,MEN1,NR1D1,NR4A1,NR4A3,SGPP2
GO:0061470:T follicular helper cell differentiation	4	FOXP1,GPR183,RC3H1,RC3H2
GO:0061484:hematopoietic stem cell homeostasis	5	ADAR,CCN3,NLE1,TCIRG1,UBAP2L
GO:0061502:early endosome to recycling endosome transport	2	CORO1A,MYO1D
GO:0061511:centriole elongation	2	C2CD3,CENPJ
GO:0061512:protein localization to cilium	32	ARF4,ARL3,ARL6,ATP6V1D,BBS1,BBS4,BBS9,CCDC39,CSNK1D,DYNC2H1,DZIP1,DZIP1L,EHD1,FSIP2,IFT122,IFT140,IFT20,LRRC6,RAB11FIP3,ROPN1,ROPN1B,SNX10,TBC1D32,TTC21A,TTC21B,TTC26,TUB,TULP1,TULP2,TULP3,WDR35,ZMYND10
GO:0061515:myeloid cell development	2	EVI2B,PABPC4
GO:0061518:microglial cell proliferation	7	CLU,CSF1,CSF1R,CX3CL1,IL33,IL34,TREM2
GO:0061549:sympathetic ganglion development	9	ASCL1,CTNNB1,FZD3,INSM1,NRP1,NRP2,PHOX2B,SEMA3A,SEMA3F
GO:0061551:trigeminal ganglion development	5	NRP1,NRP2,SEMA3A,SIX1,SIX4
GO:0061564:axon development	15	CAMSAP2,DDR1,DYNLT1,L1CAM,MAPK8IP3,MAPT,MARK2,NEFH,PLP1,SPRY3,SVBP,TRIM32,TSPAN2,VASH2,ZPR1
GO:0061572:actin filament bundle organization	2	RFLNA,RFLNB
GO:0061577:calcium ion transmembrane transport via high voltage-gated calcium channel	3	CACNA1C,CACNA2D1,CACNB3
GO:0061589:calcium activated phosphatidylserine scrambling	5	ANO3,ANO4,ANO6,ANO7,ANO9
GO:0061590:calcium activated phosphatidylcholine scrambling	5	ANO3,ANO4,ANO6,ANO7,ANO9
GO:0061591:calcium activated galactosylceramide scrambling	5	ANO3,ANO4,ANO6,ANO7,ANO9
GO:0061614:pri-miRNA transcription by RNA polymerase II	2	DDX5,SMAD4
GO:0061621:canonical glycolysis	27	ADPGK,ALDOA,ALDOB,ALDOC,BPGM,ENO1,ENO2,ENO3,FOXK1,FOXK2,GAPDH,GAPDHS,GCK,GPI,HK1,HK2,HK3,PFKL,PFKM,PFKP,PGAM1,PGAM2,PGK1,PGM2L1,PKLR,PKM,TPI1
GO:0061624:fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate	5	ALDH1A1,ALDOB,GLYCTK,KHK,TKFC
GO:0061626:pharyngeal arch artery morphogenesis	8	ADGRF5,BMP4,BMPR1A,BMPR2,FOLR1,HES1,NOG,TGFB2
GO:0061635:regulation of protein complex stability	11	ATG14,ECSIT,HSPA8,IRGM,NCLN,SCOC,SNF8,SQSTM1,TAPBP,TRAPPC11,TREX1
GO:0061640:cytoskeleton-dependent cytokinesis	22	BIN3,CECR2,DCTN3,IST1,NOX5,ROPN1B,SEPTIN1,SEPTIN10,SEPTIN11,SEPTIN12,SEPTIN14,SEPTIN2,SEPTIN3,SEPTIN4,SEPTIN5,SEPTIN6,SEPTIN7,SEPTIN8,SEPTIN9,SPAST,TMEM250,VPS4A
GO:0061642:chemoattraction of axon	3	GDNF,LRP1,ROBO3
GO:0061643:chemorepulsion of axon	3	NTN1,SEMA3B,UNC5C
GO:0061647:histone H3-K9 modification	2	SIRT1,SIRT6
GO:0061668:mitochondrial ribosome assembly	4	MPV17L2,MRPS2,MTERF3,MTERF4
GO:0061669:spontaneous neurotransmitter secretion	6	DOC2A,DOC2B,RIMS2,RPH3A,STX1B,SYT1
GO:0061684:chaperone-mediated autophagy	7	ATG7,BAG3,HSP90AA1,HSPA8,LAMP2,STUB1,SYNPO2
GO:0061698:protein deglutarylation	2	SIRT5,SIRT7
GO:0061699:peptidyl-lysine deglutarylation	2	SIRT5,SIRT7
GO:0061709:reticulophagy	4	RB1CC1,RETREG1,STING1,TEX264
GO:0061713:anterior neural tube closure	3	CASP3,FOLR1,GRHL2
GO:0061723:glycophagy	2	RB1CC1,STBD1
GO:0061732:mitochondrial acetyl-CoA biosynthetic process from pyruvate	6	DLD,MPC1,MPC2,PDHA1,PDHB,PDHX
GO:0061734:parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization	5	HDAC6,MFN2,OPTN,PRKN,SMURF1
GO:0061737:leukotriene signaling pathway	5	CYSLTR1,CYSLTR2,LTB4R,LTB4R2,RGS1
GO:0061738:late endosomal microautophagy	3	HSPA8,VPS4A,VPS4B
GO:0061739:protein lipidation involved in autophagosome assembly	3	ATG5,IRGM,WIPI2
GO:0061740:protein targeting to lysosome involved in chaperone-mediated autophagy	3	CLU,HSPA8,LAMP2
GO:0061741:chaperone-mediated protein transport involved in chaperone-mediated autophagy	2	CLU,HSPA8
GO:0061743:motor learning	6	ADGRB3,C1QL1,DKK1,EN1,GPR88,TACO1
GO:0061744:motor behavior	6	ADARB1,ATP1B2,DCTN1,GRPR,MFSD2A,PRKAA1
GO:0061760:antifungal innate immune response	5	DEFB106A,DEFB114,DEFB119,RARRES2,RNASE8
GO:0061762:CAMKK-AMPK signaling cascade	4	CAMKK2,IRGM,PRKAA1,ZMPSTE24
GO:0061763:multivesicular body-lysosome fusion	2	CHMP2B,CHMP3
GO:0061771:response to caloric restriction	2	APOE,LDLR
GO:0061789:dense core granule priming	3	UNC13A,UNC13B,UNC13C
GO:0061817:endoplasmic reticulum-plasma membrane tethering	6	ESYT1,ESYT2,ESYT3,GRAMD2A,MOSPD3,VAPB
GO:0061819:telomeric DNA-containing double minutes formation	3	ERCC1,ERCC4,XRCC1
GO:0061820:telomeric D-loop disassembly	8	BLM,POT1,RECQL4,SLX1A,SLX4,TERF1,TERF2,WRN
GO:0061833:protein localization to tricellular tight junction	2	LSR,MAPK9
GO:0061844:antimicrobial humoral immune response mediated by antimicrobial peptide	63	BPIFA1,CAMP,CCL13,CXCL1,CXCL10,CXCL11,CXCL13,CXCL14,CXCL2,CXCL3,CXCL5,CXCL6,CXCL8,CXCL9,DEFA1,DEFA3,DEFA4,DEFA5,DEFA6,DEFB1,DEFB118,DEFB126,DEFB127,DEFB4A,F2,FAM3A,GALP,GAPDH,GNLY,H2BC10,H2BC11,H2BC12,H2BC21,H2BS1,HMGN2,HRG,KRT6A,LTF,MUC7,PF4,PF4V1,PGLYRP1,PGLYRP3,PGLYRP4,PLA2G1B,PPBP,REG1A,REG1B,REG3A,REG3G,RNASE3,RNASE6,RNASE7,ROMO1,RPL30,RPL39,RPS19,S100A12,S100A7,S100A9,SEMG1,SPAG11A,SPAG11B
GO:0061847:response to cholecystokinin	2	CHUK,CRK
GO:0061857:endoplasmic reticulum stress-induced pre-emptive quality control	2	BAG6,VCP
GO:0061885:positive regulation of mini excitatory postsynaptic potential	2	ADRB2,IGSF11
GO:0061889:negative regulation of astrocyte activation	2	LDLR,NR1D1
GO:0061903:positive regulation of 1-phosphatidylinositol-3-kinase activity	2	AGAP2,FPR2
GO:0061909:autophagosome-lysosome fusion	3	ATP13A2,CLN3,RUBCNL
GO:0061912:selective autophagy	2	KLHL3,SQSTM1
GO:0061951:establishment of protein localization to plasma membrane	4	AFDN,GORASP1,GORASP2,NECTIN3
GO:0061952:midbody abscission	17	CEP55,CHMP1A,CHMP1B,CHMP2A,CHMP2B,CHMP3,CHMP4A,CHMP4B,CHMP4C,CHMP5,CHMP6,CHMP7,KIF20A,MITD1,PDCD6IP,VPS4A,VPS4B
GO:0061975:articular cartilage development	3	BGN,EPYC,IFT80
GO:0062009:secondary palate development	14	CHD7,LEF1,LRRC32,SMAD2,SMAD4,TGFB2,TGFB3,TGFBR2,TGFBR3,WNT11,WNT3A,WNT5A,WNT7A,WNT8A
GO:0062028:regulation of stress granule assembly	2	PRKAA1,PRKAA2
GO:0062029:positive regulation of stress granule assembly	2	G3BP1,G3BP2
GO:0062043:positive regulation of cardiac epithelial to mesenchymal transition	2	JAG1,NOTCH1
GO:0062176:R-loop disassembly	5	DDX21,DDX23,PRIMPOL,SIRT7,SRPK2
GO:0065001:specification of axis polarity	2	AHI1,BCOR
GO:0065002:intracellular protein transmembrane transport	4	AKT2,BCR,C2CD5,RTN2
GO:0065003:protein-containing complex assembly	128	ADD2,ADGRL4,AFG3L2,AIMP2,APBA1,APC,BID,CAPG,CAPN3,CAPZA1,CAPZA2,CARD10,CCNB1,CD2AP,CD3E,CD3G,CD40,CD74,CDK1,CHCHD10,CLDN14,CLGN,CREBBP,DARS1,DET1,DLG4,DLG5,DMTN,DNM1L,ELOB,EPB41,EPRS1,FANCA,FANCC,FAS,FGA,GCH1,GCHFR,GEMIN5,GLDC,GPAA1,HES1,HES5,HFE,HMGA1,IKBKG,IL1RAP,IL2RB,JCHAIN,KIFAP3,KMT2A,KNTC1,KPNA3,LAMC1,LIN7A,LLGL1,LPXN,MAGI1,MAPK3,MATN1,MAX,MDM2,MDM4,MDN1,MITF,MNAT1,MPP6,NAPG,NCKAP1L,NDUFAF1,NFE4,NIFK,NUP210,NUPR1,OCLN,OTX2,OXA1L,PARD3,PARD6B,PEX14,PICALM,PML,PPARGC1A,PPID,PPIH,PPP2R1A,PTK2B,RANBP9,REPS2,RIMS1,SAMM50,SH3BGR,SHANK1,SKAP2,SLC24A2,SLC2A1,SLC7A9,SLC9A3R1,SLC9A3R2,SNX9,SOX9,SSBP3,ST13,ST13P4,ST13P5,TAPBP,TCAP,TEAD1,TEAD2,TFAP4,TP53,TRAF1,TRAF2,TSPAN4,TUBGCP2,TUBGCP4,VAMP2,VAMP3,VIL1,WAS,WASF1,WASF3,WASL,WDR19,WIPF1,YAP1,ZNF148,ZW10
GO:0065004:protein-DNA complex assembly	5	HEY2,HNF1B,PIAS1,SOX12,TCF4
GO:0070050:neuron cellular homeostasis	16	CHMP2B,CHRNA1,CX3CL1,DCTN1,DNAJB2,FGGY,HAAO,IL6,MAP1A,NELL2,PRKAA1,PRKN,SLC6A2,SLC8A2,TAOK1,TYRO3
GO:0070059:intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	34	AIFM1,APAF1,ATF4,ATP2A1,ATP2A3,BAG6,BAK1,BAX,BBC3,BCL2,BRSK2,CASP4,CEBPB,CHAC1,DAB2IP,DDIT3,DNAJC10,ERN1,ERN2,ERO1A,ITPR1,MAP3K5,PML,PPP1R15A,RNF186,SELENOK,TMBIM6,TMEM117,TNFRSF10B,TP53,TRAF2,TRIB3,UBE2K,XBP1
GO:0070072:vacuolar proton-transporting V-type ATPase complex assembly	5	ALDOB,CCDC115,TM9SF4,TMEM199,VMA21
GO:0070075:tear secretion	2	FGF10,LACRT
GO:0070084:protein initiator methionine removal	3	METAP1,METAP1D,METAP2
GO:0070085:glycosylation	3	CLN5,COG6,NANS
GO:0070086:ubiquitin-dependent endocytosis	4	IL10RA,LRSAM1,NEURL1B,NEURL3
GO:0070092:regulation of glucagon secretion	2	PASK,SYT7
GO:0070093:negative regulation of glucagon secretion	4	CARTPT,CRH,FAM3D,LEP
GO:0070094:positive regulation of glucagon secretion	3	AIMP1,FFAR4,GIP
GO:0070096:mitochondrial outer membrane translocase complex assembly	2	TOMM20,TOMM20L
GO:0070098:chemokine-mediated signaling pathway	70	ACKR1,ACKR2,ACKR3,ACKR4,CCL1,CCL11,CCL13,CCL14,CCL15,CCL15-CCL14,CCL16,CCL17,CCL18,CCL19,CCL2,CCL20,CCL21,CCL22,CCL23,CCL24,CCL25,CCL26,CCL3,CCL3L1,CCL4,CCL4L1,CCL5,CCL7,CCL8,CCR1,CCR10,CCR2,CCR3,CCR4,CCR5,CCR6,CCR8,CCR9,CCRL2,CMKLR1,CX3CL1,CX3CR1,CXCL1,CXCL10,CXCL11,CXCL12,CXCL13,CXCL2,CXCL3,CXCL5,CXCL6,CXCL8,CXCL9,CXCR1,CXCR2,CXCR3,CXCR5,CXCR6,FOXC1,GPR17,GPR35,GPR75,PF4,PF4V1,PPBP,PTK2B,TFF2,XCL1,XCL2,XCR1
GO:0070100:negative regulation of chemokine-mediated signaling pathway	7	CCL5,PADI2,RNF113A,ROBO1,SH2B3,SLIT2,SLIT3
GO:0070101:positive regulation of chemokine-mediated signaling pathway	2	EDN1,HIF1A
GO:0070102:interleukin-6-mediated signaling pathway	16	CBL,CEBPA,CTR9,FER,IL6,IL6R,IL6ST,JAK1,JAK2,PTPN11,SMAD4,SOCS3,SPI1,ST18,STAT1,STAT3
GO:0070105:positive regulation of interleukin-6-mediated signaling pathway	3	C1QTNF4,GFI1,RIPK1
GO:0070106:interleukin-27-mediated signaling pathway	11	CANX,CRLF1,EBI3,IL27,IL27RA,IL6ST,JAK1,JAK2,STAT1,STAT3,TYK2
GO:0070120:ciliary neurotrophic factor-mediated signaling pathway	5	CNTF,CNTFR,IL6R,IL6ST,LIFR
GO:0070124:mitochondrial translational initiation	2	MTIF2,MTIF3
GO:0070125:mitochondrial translational elongation	89	AURKAIP1,CHCHD1,DAP3,ERAL1,GADD45GIP1,GFM1,GFM2,MRPL1,MRPL10,MRPL11,MRPL12,MRPL13,MRPL14,MRPL15,MRPL16,MRPL17,MRPL18,MRPL19,MRPL2,MRPL20,MRPL21,MRPL22,MRPL23,MRPL24,MRPL27,MRPL28,MRPL3,MRPL30,MRPL32,MRPL33,MRPL34,MRPL35,MRPL36,MRPL37,MRPL38,MRPL39,MRPL4,MRPL40,MRPL41,MRPL42,MRPL43,MRPL44,MRPL45,MRPL46,MRPL47,MRPL48,MRPL49,MRPL50,MRPL51,MRPL52,MRPL53,MRPL54,MRPL55,MRPL57,MRPL58,MRPL9,MRPS10,MRPS11,MRPS12,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18A,MRPS18B,MRPS18C,MRPS2,MRPS21,MRPS22,MRPS23,MRPS24,MRPS25,MRPS26,MRPS27,MRPS28,MRPS30,MRPS31,MRPS33,MRPS34,MRPS35,MRPS36,MRPS5,MRPS6,MRPS7,MRPS9,OXA1L,PTCD3,TSFM,TUFM
GO:0070126:mitochondrial translational termination	89	AURKAIP1,CHCHD1,DAP3,ERAL1,GADD45GIP1,GFM2,MRPL1,MRPL10,MRPL11,MRPL12,MRPL13,MRPL14,MRPL15,MRPL16,MRPL17,MRPL18,MRPL19,MRPL2,MRPL20,MRPL21,MRPL22,MRPL23,MRPL24,MRPL27,MRPL28,MRPL3,MRPL30,MRPL32,MRPL33,MRPL34,MRPL35,MRPL36,MRPL37,MRPL38,MRPL39,MRPL4,MRPL40,MRPL41,MRPL42,MRPL43,MRPL44,MRPL45,MRPL46,MRPL47,MRPL48,MRPL49,MRPL50,MRPL51,MRPL52,MRPL53,MRPL54,MRPL55,MRPL57,MRPL58,MRPL9,MRPS10,MRPS11,MRPS12,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18A,MRPS18B,MRPS18C,MRPS2,MRPS21,MRPS22,MRPS23,MRPS24,MRPS25,MRPS26,MRPS27,MRPS28,MRPS30,MRPS31,MRPS33,MRPS34,MRPS35,MRPS36,MRPS5,MRPS6,MRPS7,MRPS9,MRRF,MTRF1,MTRF1L,OXA1L,PTCD3
GO:0070129:regulation of mitochondrial translation	8	ALKBH1,LRPPRC,MTG1,MTG2,NSUN3,SHMT2,TACO1,TSFM
GO:0070131:positive regulation of mitochondrial translation	17	C1QBP,CDK5RAP1,COA3,FASTKD2,FASTKD3,MPV17L2,MRPS27,NGRN,NSUN4,RCC1L,RMND1,RPUSD3,RPUSD4,TRMT10C,TRUB2,UQCC1,UQCC2
GO:0070141:response to UV-A	3	AKT1,CCND1,EGFR
GO:0070143:mitochondrial alanyl-tRNA aminoacylation	2	AARS1,AARS2
GO:0070158:mitochondrial seryl-tRNA aminoacylation	2	M0R2C6,SARS2
GO:0070164:negative regulation of adiponectin secretion	4	IL1B,RAB11FIP1,RAB11FIP3,RAB11FIP5
GO:0070165:positive regulation of adiponectin secretion	2	C1QTNF3,HCAR2
GO:0070166:enamel mineralization	12	AMELX,CNNM4,FAM20A,FAM20C,FOXO1,MSX2,NECTIN1,PPARA,STIM1,TBX1,TCIRG1,WDR72
GO:0070168:negative regulation of biomineral tissue development	9	GAS6,HEY1,HEY2,NOS3,NOTCH1,ROCK1,ROCK2,SOX9,TGFB1
GO:0070169:positive regulation of biomineral tissue development	5	AMTN,ATF4,CEBPB,FBXO5,ODAPH
GO:0070171:negative regulation of tooth mineralization	2	ASPN,BCOR
GO:0070172:positive regulation of tooth mineralization	3	AMELX,TFAP2A,WNT6
GO:0070173:regulation of enamel mineralization	2	DMP1,MMP20
GO:0070175:positive regulation of enamel mineralization	3	AMTN,ENAM,ODAPH
GO:0070178:D-serine metabolic process	2	DAO,SRR
GO:0070189:kynurenine metabolic process	4	AADAT,KMO,KYAT1,KYAT3
GO:0070192:chromosome organization involved in meiotic cell cycle	6	A0A1W2PPC4,ATRX,DMC1,MEIOC,RAD50,RAD51
GO:0070194:synaptonemal complex disassembly	2	HSPA2,PLK1
GO:0070197:meiotic attachment of telomere to nuclear envelope	5	MAJIN,RAD21L1,SUN1,TERB1,TERB2
GO:0070198:protein localization to chromosome, telomeric region	11	ACD,ATR,ATRX,PINX1,TERF2,TERF2IP,TINF2,TNKS,TNKS2,TPP1,XRCC5
GO:0070200:establishment of protein localization to telomere	5	ACD,BRCA2,NABP2,POT1,TERT
GO:0070201:regulation of establishment of protein localization	7	CEP290,CTSD,EPB41L5,HDAC6,KIAA0586,NSD2,TRIM50
GO:0070207:protein homotrimerization	15	ALOX5AP,ASIC1,CLYBL,DISP1,HLA-G,ITLN1,MIF,MLKL,P2RX3,PNPT1,SCARA5,SIGMAR1,SLC1A2,SLC1A5,STEAP4
GO:0070212:protein poly-ADP-ribosylation	10	PARP1,PARP10,PARP14,PARP15,PARP2,PARP3,PARP9,TNKS,TNKS2,ZC3HAV1
GO:0070213:protein auto-ADP-ribosylation	11	PARP1,PARP10,PARP11,PARP12,PARP16,PARP3,PARP6,PARP8,TIPARP,TNKS,TNKS2
GO:0070221:sulfide oxidation, using sulfide:quinone oxidoreductase	6	ETHE1,H3BNX3,SLC25A10,SQOR,SUOX,TSTD1
GO:0070231:T cell apoptotic process	6	BCL10,CLC,FASLG,KDELR1,LMBR1L,RIPK1
GO:0070232:regulation of T cell apoptotic process	4	CD274,GIMAP8,JAK3,LGALS3
GO:0070233:negative regulation of T cell apoptotic process	8	CCL5,CD27,DOCK8,IDO1,IL7R,PIP,PRKCQ,SLC46A2
GO:0070234:positive regulation of T cell apoptotic process	7	CCL5,IDO1,LGALS13,LGALS14,LGALS16,PDCD1,PRELID1
GO:0070236:negative regulation of activation-induced cell death of T cells	3	FADD,GPAM,TSC22D3
GO:0070242:thymocyte apoptotic process	5	BAK1,BAX,BCL2L11,DFFA,GLI3
GO:0070244:negative regulation of thymocyte apoptotic process	7	ADA,BMP4,EFNA1,HIF1A,JAK3,PTCRA,RAG1
GO:0070245:positive regulation of thymocyte apoptotic process	5	ADAM8,NFKBID,TP53,WNT5A,ZC3H8
GO:0070252:actin-mediated cell contraction	3	EMP2,PARVA,PDPN
GO:0070253:somatostatin secretion	2	CARTPT,NPFF
GO:0070254:mucus secretion	4	AGR2,VAMP2,VAMP3,VAMP8
GO:0070256:negative regulation of mucus secretion	2	ADA,ADORA1
GO:0070257:positive regulation of mucus secretion	6	ALOX12B,ATG5,CYBA,P2RY2,PRKCE,SYTL2
GO:0070262:peptidyl-serine dephosphorylation	15	DUSP1,NCK1,PPM1F,PPP1CA,PPP1R15B,PPP2CA,PPP2CB,PPP2R1A,PPP2R2A,PPP2R2B,PPP2R2C,PPP2R2D,PPP3CA,PPP5C,PPTC7
GO:0070266:necroptotic process	20	BIRC2,CD14,CYLD,DNM1L,FASLG,IPMK,ITPK1,LY96,MLKL,PGAM5,PPIF,PYGL,RIPK1,RIPK3,TICAM1,TICAM2,TLR3,TLR4,TP53,TRPM7
GO:0070268:cornification	113	CAPN1,CAPNS1,CASP14,CDSN,CELA2A,CERS3,CSTA,CYP26B1,DSC1,DSC2,DSC3,DSG1,DSG2,DSG3,DSG4,DSP,EVPL,FLG,FURIN,IVL,JUP,KAZN,KLK12,KLK13,KLK14,KLK5,KRT1,KRT10,KRT12,KRT13,KRT14,KRT15,KRT16,KRT17,KRT18,KRT19,KRT2,KRT20,KRT23,KRT24,KRT25,KRT26,KRT27,KRT28,KRT3,KRT31,KRT32,KRT33A,KRT33B,KRT34,KRT35,KRT36,KRT37,KRT38,KRT39,KRT4,KRT40,KRT5,KRT6A,KRT6B,KRT6C,KRT7,KRT71,KRT72,KRT73,KRT74,KRT75,KRT76,KRT77,KRT78,KRT79,KRT8,KRT80,KRT81,KRT82,KRT83,KRT84,KRT85,KRT86,KRT9,LCE1A,LCE3D,LIPK,LIPM,LIPN,LORICRIN,PCSK6,PERP,PI3,PKP1,PKP2,PKP3,PKP4,PPL,PRSS8,RPTN,SPINK5,SPINK6,SPINK9,SPRR1A,SPRR1B,SPRR2A,SPRR2B,SPRR2D,SPRR2E,SPRR2F,SPRR2G,SPRR3,ST14,TCHH,TGM1,TGM5,TMEM79
GO:0070269:pyroptosis	11	AIM2,APIP,DHX9,GSDMA,GSDMB,GSDMC,GSDMD,GSDME,NAIP,NLRC4,NLRP9
GO:0070278:extracellular matrix constituent secretion	4	CCN2,CREB3L1,ENG,TMEM38B
GO:0070286:axonemal dynein complex assembly	10	CCDC103,CCDC39,CCDC40,CCDC65,DNAAF1,DNAAF2,DNAAF3,DRC1,PIH1D3,SPAG1
GO:0070291:N-acylethanolamine metabolic process	4	GDE1,GDPD1,NAAA,NAPEPLD
GO:0070292:N-acylphosphatidylethanolamine metabolic process	8	ABHD4,NAPEPLD,PLA2G4E,PLAAT1,PLAAT2,PLAAT3,PLAAT4,PLAAT5
GO:0070293:renal absorption	6	AKR1C3,CLDN4,HBB,KCNQ1,SLC15A2,SLC9A3R1
GO:0070294:renal sodium ion absorption	4	KLHL3,MAGED2,SGK1,WNK4
GO:0070295:renal water absorption	3	AQP3,HAS2,HYAL2
GO:0070296:sarcoplasmic reticulum calcium ion transport	5	ANK2,ATP2A2,CACNG1,RYR2,SLN
GO:0070301:cellular response to hydrogen peroxide	67	ABL1,AIFM1,ANKZF1,ANXA1,APEX1,AQP1,ARG1,AXL,BNIP3,CBX8,CDK1,CST3,CYP1B1,ECT2,ETS1,EZH2,FABP1,FOXO1,FXN,HDAC2,HDAC6,HSF1,IL18RAP,IL6,IMPACT,KDM6B,KLF2,KLF4,LCN2,MAP1LC3A,MAP3K5,MAPK13,MAPK7,MDM2,MYB,NET1,NFE2L2,NQO1,OSER1,PARK7,PAX2,PCGF2,PCNA,PDGFD,PDGFRB,PLEKHA1,PPIF,PPP5C,PRKAA1,PRKCD,RELA,RHOB,RIPK1,RIPK3,RPS3,SETX,SIRPA,SIRT1,SMPD3,SPHK1,SRC,STAT6,TNFAIP3,TRPC6,TRPM2,ZNF277,ZNF580
GO:0070304:positive regulation of stress-activated protein kinase signaling cascade	2	LYN,RNF13
GO:0070306:lens fiber cell differentiation	12	CRYGD,FZR1,KDM5B,MAF,NF2,NTRK3,PITX3,SIX3,SKIL,SLC7A11,SMAD3,TDRD7
GO:0070307:lens fiber cell development	8	BFSP1,BFSP2,FRS2,TMOD1,VIM,WNT5B,WNT7A,WNT7B
GO:0070309:lens fiber cell morphogenesis	5	ABI2,CRYGB,EPHA2,PROX1,TBC1D20
GO:0070314:G1 to G0 transition	6	CYP27B1,ECRG4,EZH2,PHGDH,RIDA,SMPD3
GO:0070315:G1 to G0 transition involved in cell differentiation	3	CAPN3,SLC39A5,ZNF503
GO:0070317:negative regulation of G0 to G1 transition	39	APAF1,BMI1,BRCA1,CBX3,CBX5,CDC7,CHEK1,DAB2IP,DUX4,E2F1,E2F6,EED,EHMT1,EHMT2,EPC1,EZH2,FOXO4,HLA-G,L3MBTL2,MAX,MGA,PCGF2,PCGF6,PHC1,PHC3,PPP2R5B,RAD51,RBBP4,RBBP7,RBBP8,RING1,RNF2,RRM2,RYBP,SUZ12,TFDP1,TFDP2,UXT,YAF2
