Pathway	Gene_List
REACTOME_PENTOSE_PHOSPHATE_PATHWAY	DERA,G6PD,PGD,PGLS,PGM2,PRPS1,PRPS1L1,PRPS2,RBKS,RPE,RPEL1,RPIA,SHPK,TALDO1,TKT
REACTOME_MRNA_EDITING_C_TO_U_CONVERSION	A1CF,APOBEC1,APOBEC2,APOBEC3A,APOBEC3B,APOBEC3C,APOBEC3H,APOBEC4
REACTOME_TRNA_PROCESSING	AAAS,ADAT1,ADAT2,ADAT3,ALKBH8,C2orf49,CDKAL1,CLP1,CPSF1,CPSF4,CSTF2,CTU1,CTU2,DDX1,DUS2,ELAC2,EPRS1,FAM98B,FTSJ1,GTPBP3,HSD17B10,LAGE3,LCMT2,METTL1,MT-RNR1,MT-RNR2,MTO1,NDC1,NSUN2,NSUN6,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,OSGEP,POM121,POM121C,POP1,POP4,POP5,POP7,PRORP,PUS1,PUS3,PUS7,QTRT1,QTRT2,RAE1,RAN,RANBP2,RPP14,RPP21,RPP25,RPP30,RPP38,RPP40,RPPH1,RTCB,RTRAF,SEC13,SEH1L,THADA,THG1L,TP53RK,TPR,TPRKB,TRDMT1,TRIT1,TRMT1,TRMT10A,TRMT10C,TRMT11,TRMT112,TRMT12,TRMT13,TRMT44,TRMT5,TRMT6,TRMT61A,TRMT61B,TRMT9B,TRMU,TRNT1,TSEN15,TSEN2,TSEN34,TSEN54,TYW1,TYW3,TYW5,URM1,WDR4,XPOT,ZBTB8OS
REACTOME_RRNA_PROCESSING	BMS1,BOP1,BUD23,BYSL,C1D,CSNK1D,CSNK1E,DCAF13,DDX21,DDX47,DDX49,DDX52,DHX37,DIMT1,DIS3,DKC1,EBNA1BP2,ELAC2,EMG1,ERI1,EXOSC1,EXOSC10,EXOSC2,EXOSC3,EXOSC4,EXOSC5,EXOSC6,EXOSC7,EXOSC8,EXOSC9,FAU,FBL,FCF1,FTSJ3,GAR1,GNL3,HEATR1,HSD17B10,IMP3,IMP4,ISG20L2,KRR1,LAS1L,LTV1,MPHOSPH10,MPHOSPH6,MRM1,MRM2,MRM3,MT-RNR1,MT-RNR2,MTERF4,MTREX,NAT10,NCL,NHP2,NIP7,NOB1,NOC4L,NOL11,NOL12,NOL6,NOL9,NOP10,NOP14,NOP2,NOP56,NOP58,NSUN4,PDCD11,PELP1,PES1,PNO1,PRORP,PWP2,RBM28,RCL1,RIOK1,RIOK2,RIOK3,RPL10,RPL10A,RPL10L,RPL11,RPL12,RPL13,RPL13A,RPL14,RPL15,RPL17,RPL18,RPL18A,RPL19,RPL21,RPL22,RPL22L1,RPL23,RPL23A,RPL24,RPL26,RPL26L1,RPL27,RPL27A,RPL28,RPL29,RPL3,RPL30,RPL31,RPL32,RPL34,RPL35,RPL35A,RPL36,RPL36A,RPL36AL,RPL37,RPL37A,RPL38,RPL39,RPL39L,RPL3L,RPL4,RPL41,RPL5,RPL6,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPLP1,RPLP2,RPP14,RPP21,RPP25,RPP30,RPP38,RPP40,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS4Y1,RPS4Y2,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,RRP1,RRP36,RRP7A,RRP9,SENP3,SNU13,TBL3,TEX10,TFB1M,THUMPD1,TRMT10C,TRMT112,TSR1,TSR3,UBA52,UTP11,UTP14A,UTP14C,UTP15,UTP18,UTP20,UTP25,UTP3,UTP4,UTP6,WDR12,WDR18,WDR3,WDR36,WDR43,WDR46,WDR75,XRN2
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	EIF1AX,EIF2B1,EIF2B2,EIF2B3,EIF2B4,EIF2B5,EIF2S1,EIF2S2,EIF2S3,EIF3A,EIF3B,EIF3C,EIF3D,EIF3E,EIF3F,EIF3G,EIF3H,EIF3I,EIF3J,EIF3K,EIF3L,EIF3M,EIF4A1,EIF4A2,EIF4B,EIF4E,EIF4EBP1,EIF4G1,EIF4H,EIF5,EIF5B,FAU,PABPC1,RPL10,RPL10A,RPL10L,RPL11,RPL12,RPL13,RPL13A,RPL14,RPL15,RPL17,RPL18,RPL18A,RPL19,RPL21,RPL22,RPL22L1,RPL23,RPL23A,RPL24,RPL26,RPL26L1,RPL27,RPL27A,RPL28,RPL29,RPL3,RPL30,RPL31,RPL32,RPL34,RPL35,RPL35A,RPL36,RPL36A,RPL36AL,RPL37,RPL37A,RPL38,RPL39,RPL39L,RPL3L,RPL4,RPL41,RPL5,RPL6,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPLP1,RPLP2,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS4Y1,RPS4Y2,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,UBA52
REACTOME_RECYCLING_OF_EIF2_GDP	EIF2B1,EIF2B2,EIF2B3,EIF2B4,EIF2B5,EIF2S1,EIF2S2,EIF2S3
REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS	SLC35A1,SLC35A2,SLC35A3,SLC35B2,SLC35B3,SLC35B4,SLC35C1,SLC35D1,SLC35D2
REACTOME_PYRIMIDINE_SALVAGE	CDA,DCK,PUDP,TK1,TK2,TYMP,UCK1,UCK2,UCKL1,UPP1,UPP2
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	CCNH,CD3EAP,CDK7,CHD3,CHD4,EHMT2,ERCC2,ERCC3,ERCC6,GATAD2A,GATAD2B,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,HDAC1,HDAC2,KAT2A,KAT2B,MBD3,MNAT1,MTA1,MTA2,MTA3,POLR1A,POLR1B,POLR1C,POLR1D,POLR1E,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,RBBP4,RBBP7,RRN3,TAF1A,TAF1B,TAF1C,TAF1D,TBP,TTF1,TWISTNB,UBTF,ZNRD1
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	CBX3,CCNH,CD3EAP,CDK7,ERCC2,ERCC3,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,H2AB1,H2AC14,H2AC18,H2AC19,H2AC20,H2AC4,H2AC6,H2AC7,H2AC8,H2AJ,H2AX,H2AZ1,H2AZ2,H2BC1,H2BC10,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC3,H2BC4,H2BC5,H2BC6,H2BC7,H2BC8,H2BC9,H2BS1,H2BU1,H3-3A,H3-3B,H3C1,H3C10,H3C11,H3C12,H3C13,H3C14,H3C15,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H4-16,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,MNAT1,POLR1A,POLR1B,POLR1C,POLR1D,POLR1E,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,RRN3,TAF1A,TAF1B,TAF1C,TAF1D,TBP,TWISTNB,UBTF,ZNRD1
REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION	CRCP,POLR1C,POLR1D,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,POLR3A,POLR3B,POLR3C,POLR3D,POLR3E,POLR3F,POLR3G,POLR3GL,POLR3H,POLR3K
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION	ALYREF,CASC3,CDC40,CHTOP,CLP1,CPSF1,CPSF2,CPSF3,CPSF4,CPSF7,CSTF1,CSTF2,CSTF2T,CSTF3,DDX39A,DDX39B,DHX38,EIF4A3,FIP1L1,FYTTD1,LSM10,LSM11,LUZP4,MAGOH,MAGOHB,NCBP1,NCBP2,NUDT21,PABPN1,PAPOLA,PCF11,POLDIP3,RBM8A,RNPS1,SARNP,SLBP,SLU7,SNRPB,SNRPD3,SNRPE,SNRPF,SNRPG,SRRM1,SRSF1,SRSF11,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF9,SYMPK,THOC1,THOC2,THOC3,THOC5,THOC6,THOC7,U2AF1,U2AF1L4,U2AF2,UPF3B,WDR33,ZC3H11A,ZNF473
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION	CAVIN1,CCNH,CD3EAP,CDK7,ERCC2,ERCC3,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,MNAT1,POLR1A,POLR1B,POLR1C,POLR1D,POLR1E,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,TAF1A,TAF1B,TAF1C,TAF1D,TBP,TTF1,TWISTNB,UBTF,ZNRD1
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION	CAVIN1,CBX3,CCNH,CD3EAP,CDK7,CHD3,CHD4,EHMT2,ERCC2,ERCC3,ERCC6,GATAD2A,GATAD2B,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,H2AB1,H2AC14,H2AC18,H2AC19,H2AC20,H2AC4,H2AC6,H2AC7,H2AC8,H2AJ,H2AX,H2AZ1,H2AZ2,H2BC1,H2BC10,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC3,H2BC4,H2BC5,H2BC6,H2BC7,H2BC8,H2BC9,H2BS1,H2BU1,H3-3A,H3-3B,H3C1,H3C10,H3C11,H3C12,H3C13,H3C14,H3C15,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H4-16,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HDAC1,HDAC2,KAT2A,KAT2B,MAPK3,MBD2,MBD3,MNAT1,MTA1,MTA2,MTA3,POLR1A,POLR1B,POLR1C,POLR1D,POLR1E,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,RBBP4,RBBP7,RRN3,TAF1A,TAF1B,TAF1C,TAF1D,TBP,TTF1,TWISTNB,UBTF,ZNRD1
REACTOME_DEATH_RECEPTOR_SIGNALLING	AATF,ABR,ADAM17,AKAP13,APH1A,APH1B,ARHGDIA,ARHGEF1,ARHGEF10,ARHGEF10L,ARHGEF11,ARHGEF12,ARHGEF15,ARHGEF16,ARHGEF17,ARHGEF18,ARHGEF19,ARHGEF2,ARHGEF26,ARHGEF3,ARHGEF33,ARHGEF35,ARHGEF37,ARHGEF38,ARHGEF39,ARHGEF4,ARHGEF40,ARHGEF5,ARHGEF6,ARHGEF7,ARHGEF9,BAD,BAG4,BCL2L11,BEX3,BIRC2,BIRC3,CASP10,CASP2,CASP3,CASP8,CFLAR,CHUK,CLIP3,CYLD,ECT2,FADD,FAS,FASLG,FGD1,FGD2,FGD3,FGD4,GNA13,HDAC1,HDAC2,HDAC3,IKBKB,IKBKG,IRAK1,ITGB3BP,ITSN1,KALRN,LINGO1,MADD,MAG,MAGED1,MAP3K7,MAPK8,MCF2,MCF2L,MYD88,NCSTN,NET1,NFKB1,NFKBIA,NGEF,NGF,NGFR,NSMAF,OBSCN,OMG,OTUD7B,OTULIN,PLEKHG2,PLEKHG5,PRDM4,PREX1,PRKCI,PSEN1,PSEN2,PSENEN,RAC1,RACK1,RASGRF2,RBCK1,RELA,RHOA,RIPK1,RIPK2,RNF31,RPS27A,RTN4,RTN4R,SHARPIN,SMPD2,SMPD3,SOS1,SOS2,SPPL2A,SPPL2B,SQSTM1,TAB1,TAB2,TAB3,TAX1BP1,TIAM1,TIAM2,TNF,TNFAIP3,TNFRSF10A,TNFRSF10B,TNFRSF10D,TNFRSF1A,TNFSF10,TRADD,TRAF1,TRAF2,TRAF6,TRIO,UBA52,UBB,UBC,USP2,USP21,USP4,VAV1,VAV2,VAV3,XIAP,YWHAE
REACTOME_DNA_DAMAGE_BYPASS	CUL4A,CUL4B,DDB1,DTL,ISG15,MAD2L2,NPLOC4,PCLAF,PCNA,POLD1,POLD2,POLD3,POLD4,POLE,POLE2,POLE3,POLE4,POLH,POLI,POLK,RAD18,RBX1,RCHY1,REV1,REV3L,RFC1,RFC2,RFC3,RFC4,RFC5,RPA1,RPA2,RPA3,RPS27A,SPRTN,TRIM25,UBA52,UBA7,UBB,UBC,UBE2B,UBE2L6,UFD1,USP1,USP10,USP43,VCP,WDR48
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	ACD,H2AB1,H2AC14,H2AC18,H2AC19,H2AC20,H2AC4,H2AC6,H2AC7,H2AC8,H2AJ,H2AX,H2AZ1,H2AZ2,H2BC1,H2BC10,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC3,H2BC4,H2BC5,H2BC6,H2BC7,H2BC8,H2BC9,H2BS1,H2BU1,H3-4,H4-16,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,MBD4,MPG,MUTYH,NEIL1,NEIL2,NEIL3,NTHL1,OGG1,POT1,SMUG1,TDG,TERF1,TERF2,TERF2IP,TINF2,UNG
REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES	ADPRHL2,APEX1,FEN1,LIG1,LIG3,MBD4,MPG,MUTYH,NEIL1,NEIL2,NTHL1,OGG1,PARG,PARP1,PARP2,PCNA,PNKP,POLB,POLD1,POLD2,POLD3,POLD4,POLE,POLE2,POLE3,POLE4,RFC1,RFC2,RFC3,RFC4,RFC5,RPA1,RPA2,RPA3,SMUG1,TDG,UNG,XRCC1
REACTOME_DNA_DAMAGE_REVERSAL	ALKBH2,ALKBH3,ALKBH5,ASCC1,ASCC2,ASCC3,FTO,MGMT
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION	CRCP,NFIA,NFIB,NFIC,NFIX,POLR1C,POLR1D,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,POLR3A,POLR3B,POLR3C,POLR3D,POLR3E,POLR3F,POLR3G,POLR3GL,POLR3H,POLR3K,SSB
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	BDP1,BRF1,BRF2,CRCP,GTF3A,GTF3C1,GTF3C2,GTF3C3,GTF3C4,GTF3C5,GTF3C6,NFIA,NFIB,NFIC,NFIX,POLR1C,POLR1D,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,POLR3A,POLR3B,POLR3C,POLR3D,POLR3E,POLR3F,POLR3G,POLR3GL,POLR3H,POLR3K,POU2F1,SNAPC1,SNAPC2,SNAPC3,SNAPC4,SNAPC5,SSB,TBP,ZNF143
REACTOME_KETONE_BODY_METABOLISM	AACS,ACAT1,ACSS3,BDH1,BDH2,HMGCL,HMGCLL1,HMGCS2,OXCT1,OXCT2
REACTOME_IRS_ACTIVATION	GRB10,INS,INSR,IRS1,IRS2
REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX	CCNB1,CDC25C,CDK1,CHEK1,CHEK2,SFN,WEE1,YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ
REACTOME_MRNA_EDITING	A1CF,ADAR,ADARB1,APOBEC1,APOBEC2,APOBEC3A,APOBEC3B,APOBEC3C,APOBEC3H,APOBEC4
REACTOME_FASL_CD95L_SIGNALING	CASP10,CASP8,FADD,FAS,FASLG
REACTOME_TRAIL_SIGNALING	CASP10,CASP8,CFLAR,FADD,TNFRSF10A,TNFRSF10B,TNFRSF10D,TNFSF10
REACTOME_DISSOLUTION_OF_FIBRIN_CLOT	ANXA2,HRG,PLAT,PLAU,PLAUR,PLG,S100A10,SERPINB2,SERPINB6,SERPINB8,SERPINE1,SERPINE2,SERPINF2
REACTOME_TNF_SIGNALING	ADAM17,BAG4,BIRC2,BIRC3,CASP8,CHUK,CLIP3,CYLD,FADD,IKBKB,IKBKG,MADD,MAP3K7,NSMAF,OTUD7B,OTULIN,RACK1,RBCK1,RIPK1,RNF31,RPS27A,SHARPIN,SMPD2,SMPD3,SPPL2A,SPPL2B,TAB1,TAB2,TAB3,TAX1BP1,TNF,TNFAIP3,TNFRSF1A,TRADD,TRAF1,TRAF2,UBA52,UBB,UBC,USP2,USP21,USP4,XIAP
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER	BDP1,BRF1,CRCP,GTF3A,GTF3C1,GTF3C2,GTF3C3,GTF3C4,GTF3C5,GTF3C6,POLR1C,POLR1D,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,POLR3A,POLR3B,POLR3C,POLR3D,POLR3E,POLR3F,POLR3G,POLR3GL,POLR3H,POLR3K,TBP
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	BDP1,BRF2,CRCP,POLR1C,POLR1D,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,POLR3A,POLR3B,POLR3C,POLR3D,POLR3E,POLR3F,POLR3G,POLR3GL,POLR3H,POLR3K,POU2F1,SNAPC1,SNAPC2,SNAPC3,SNAPC4,SNAPC5,TBP,ZNF143
REACTOME_SYNTHESIS_OF_KETONE_BODIES	AACS,ACAT1,ACSS3,BDH1,BDH2,HMGCL,HMGCLL1,HMGCS2
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS	ACADL,ACADM,ACADS,ACADVL,ACSM3,ACSM6,ECHS1,HADH,HADHA,HADHB,MECR
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS	ACADL,ACADM,DECR1,ECI1,HADHA,HADHB
REACTOME_BETA_OXIDATION_OF_LAUROYL_COA_TO_DECANOYL_COA_COA	ACADL,ECHS1,HADH,HADHA,HADHB
REACTOME_BETA_OXIDATION_OF_DECANOYL_COA_TO_OCTANOYL_COA_COA	ACADM,ECHS1,HADH,HADHA,HADHB,MECR
REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA	ACADM,ECHS1,HADH,HADHA,HADHB
REACTOME_BETA_OXIDATION_OF_HEXANOYL_COA_TO_BUTANOYL_COA	ACADS,ECHS1,HADH,HADHA,HADHB
REACTOME_BETA_OXIDATION_OF_BUTANOYL_COA_TO_ACETYL_COA	ACADS,ACSM3,ACSM6,ECHS1,HADH
REACTOME_TRANSPORT_OF_FATTY_ACIDS	APOD,LCN1,LCN12,LCN15,LCN9,SLC27A1,SLC27A4,SLC27A6
REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE	ARL2,ARL2BP,SLC25A4,SLC25A5,SLC25A6,SLC28A1,SLC28A2,SLC28A3,SLC29A1,SLC29A2,SLC29A3,SLC29A4
REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING	BTC,EGF,EGFR,ERBB2,ERBB3,ERBB4,EREG,HBEGF,NRG1,NRG2,NRG3,NRG4,PTK6
REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS	AGPS,AWAT1,AWAT2,DHRS7B,FAR1,FAR2,GNPAT
REACTOME_PTK6_REGULATES_PROTEINS_INVOLVED_IN_RNA_PROCESSING	KHDRBS1,KHDRBS2,KHDRBS3,PTK6,SFPQ
REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1	AKT1,ARAP1,CBL,DOK1,PTK6,RPS27A,UBA52,UBB,UBC
REACTOME_PTK6_REGULATES_CELL_CYCLE	CCND1,CCNE1,CDK2,CDK4,CDKN1B,PTK6
REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES	ARHGAP35,BCAR1,CRK,DOCK1,ELMO1,ELMO2,HRAS,KRAS,NRAS,PTK6,PXN,RAC1,RASA1,RHOA
REACTOME_PTK6_EXPRESSION	EPAS1,HIF1A,NR3C1,PELP1,PTK6
REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES	DLG1,DLG3,DLG4,FLOT1,FLOT2,GRIA1,GRIA3,GRIA4,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,LRFN1,LRFN2,LRFN3,LRFN4,PTPRD,PTPRF,PTPRS,RTN3
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NTPDASE_PROTEINS	ENTPD1,ENTPD2,ENTPD3,ENTPD4,ENTPD5,ENTPD6,ENTPD7,ENTPD8
REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS	BTN1A1,BTN2A1,BTN2A2,BTN3A1,BTN3A2,BTN3A3,BTNL2,BTNL8,BTNL9,CD209,PPL,XDH
REACTOME_SIGNALING_BY_FGFR2_IIIA_TM	FGF1,FGF2,FGFR2,GTF2F1,GTF2F2,NCBP1,NCBP2,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L
REACTOME_MET_ACTIVATES_RAS_SIGNALING	GRB2,HGF,HRAS,KRAS,MET,MUC20,NRAS,RANBP10,RANBP9,SHC1,SOS1
REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING	GAB1,GRB2,HGF,MET,PIK3CA,PIK3R1
REACTOME_PROTEIN_UBIQUITINATION	BCL10,CDC34,CDC73,CTR9,DERL1,H2BC1,H2BC10,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC3,H2BC4,H2BC5,H2BC6,H2BC7,H2BC8,H2BC9,HLA-A,HLTF,LEO1,OTULIN,PAF1,PCNA,PEX10,PEX12,PEX13,PEX14,PEX2,PEX5,PRKDC,RAD18,RNF144A,RNF152,RNF181,RNF20,RNF40,RPS27A,RRAGA,RTF1,SELENOS,SHPRH,TMEM129,UBA1,UBA52,UBA6,UBB,UBC,UBE2A,UBE2B,UBE2C,UBE2D1,UBE2D2,UBE2D3,UBE2E1,UBE2E3,UBE2G1,UBE2G2,UBE2H,UBE2J2,UBE2K,UBE2L3,UBE2N,UBE2Q2,UBE2R2,UBE2S,UBE2T,UBE2V2,UBE2W,UBE2Z,UCHL3,USP5,USP7,USP9X,VCP,WAC,WDR61
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	CCNB1,CCNB2,CDK1,CDKN1A,FKBPL,GTSE1,HSP90AA1,HSP90AB1,MAPRE1,PLK1,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMA8,PSMB1,PSMB10,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,RPS27A,SEM1,TP53,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBB8B,UBA52,UBB,UBC
REACTOME_SIGNALING_BY_MST1	HPN,MST1,MST1R,SPINT1,SPINT2
REACTOME_SIGNALING_BY_FGFR3_FUSIONS_IN_CANCER	FGFR3,FRS2,GAB1,GRB2,HRAS,KRAS,NRAS,PIK3CA,PIK3R1,SOS1
REACTOME_RET_SIGNALING	ARTN,DOK1,DOK2,DOK4,DOK5,DOK6,FRS2,GAB1,GAB2,GDNF,GFRA1,GFRA2,GFRA3,GFRA4,GRB10,GRB2,GRB7,IRS2,MAPK7,NRTN,PDLIM7,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PLCG1,PRKACA,PRKACB,PRKACG,PRKCA,PSPN,PTPN11,RAP1GAP,RET,SHC1,SHC3,SOS1,SRC
REACTOME_TBC_RABGAPS	ARF6,GABARAP,GABARAPL2,GGA1,GGA2,GGA3,MAP1LC3B,OPTN,RAB11A,RAB11B,RAB33A,RAB33B,RAB35,RAB4A,RAB5A,RAB5B,RAB5C,RAB6A,RAB6B,RAB7A,RAB7B,RAB8A,RAB8B,RABEP1,RABGAP1,RABGEF1,SYTL1,TBC1D10A,TBC1D10B,TBC1D10C,TBC1D13,TBC1D14,TBC1D15,TBC1D16,TBC1D17,TBC1D2,TBC1D20,TBC1D24,TBC1D25,TBC1D3,TBC1D7,TSC1,TSC2,ULK1
REACTOME_AURKA_ACTIVATION_BY_TPX2	ACTR1A,AKAP9,ALMS1,AURKA,CCP110,CDK1,CDK5RAP2,CENPJ,CEP131,CEP135,CEP152,CEP164,CEP192,CEP250,CEP290,CEP41,CEP57,CEP63,CEP70,CEP72,CEP76,CEP78,CETN2,CKAP5,CLASP1,CNTRL,CSNK1D,CSNK1E,DCTN1,DCTN2,DCTN3,DYNC1H1,DYNC1I2,DYNLL1,FGFR1OP,HAUS1,HAUS2,HAUS3,HAUS4,HAUS5,HAUS6,HAUS7,HAUS8,HMMR,HSP90AA1,MAPRE1,NDE1,NEDD1,NEK2,NINL,ODF2,OFD1,PAFAH1B1,PCM1,PCNT,PLK1,PLK4,PPP2R1A,PRKACA,PRKAR2B,SDCCAG8,SFI1,SSNA1,TPX2,TUBA1A,TUBA4A,TUBB,TUBB4A,TUBB4B,TUBG1,YWHAE,YWHAG
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	IFNL1,IFNL2,IFNL3,IFNLR1,IL10RB,IL19,IL20,IL20RA,IL20RB,IL22,IL22RA1,IL22RA2,IL24,IL26,JAK1,JAK2,JAK3,PTPN11,SOCS3,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,TYK2
