GO_MF	Gene_Size	Gene_List
GO:0050659:N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity	2	CHST11,CHST15
GO:0050660:flavin adenine dinucleotide binding	59	ACAD10,ACAD11,ACAD8,ACAD9,ACADL,ACADM,ACADS,ACADSB,ACADVL,ACOX1,ACOX2,ACOX3,ACOXL,AIFM2,AIFM3,AOX1,CHDH,CYBB,DLD,DPYD,DUS1L,DUS2,DUS3L,DUS4L,ETFA,ETFDH,FMO1,FMO2,FMO3,FMO4,FMO5,FMO6P,FOXRED2,GCDH,GFER,GSR,ILVBL,IVD,KDM1A,KDM1B,KMO,LDHD,MAOB,MTHFR,MTO1,MTRR,NDOR1,NOS1,NOS2,NOS3,NOX4,NOX5,POR,PPOX,SDHA,TXNRD1,TXNRD2,TXNRD3,XDH
GO:0050661:NADP binding	39	ASPDH,CAT,CRYM,CRYZL1,DHCR7,DHFR,DHFR2,DPYD,DUOX1,FMO1,FMO2,FMO3,FMO4,FMO5,FMO6P,G6PD,GAPDH,GAPDHS,GLYR1,GSR,H6PD,HIBADH,HSD11B1,HSD17B1,IDH1,ME1,MTHFR,MTRR,NDOR1,NNT,NOS1,NOS2,NOS3,NOX1,NOX5,PGD,POR,SPR,TM7SF2
GO:0050662:coenzyme binding	9	ACAT1,ALAS2,ATAT1,GCH1,HMGCR,NDUFA9,SDR39U1,TDH,TSTA3
GO:0050681:androgen receptor binding	44	ARID5A,BRCA1,CALR,CCNE1,CDK7,CTNNB1,DAXX,DDX5,EP300,FHL2,FOXH1,FOXP1,FOXP2,GRIP1,KAT5,KDM1A,KDM3A,KDM4C,KDM5D,NCOA1,NCOA3,NCOA4,NRIP1,NSD1,PARK7,PIAS1,PIAS2,PKN1,PPARGC1A,PRKCB,PRMT2,PRPF6,RAN,RB1,RNF14,RNF4,RNF6,SMARCA4,SNW1,TCF21,TGFB1I1,TRIM68,WIPI1,ZBTB7A
GO:0050682:AF-2 domain binding	3	ESRRG,PPARGC1B,ZNF653
GO:0050692:DNA binding domain binding	3	PPARG,PROX1,RXRA
GO:0050693:LBD domain binding	7	CITED1,CITED2,MED1,PPARG,PROX1,RXRA,SPON1
GO:0050694:galactose 3-O-sulfotransferase activity	4	GAL3ST1,GAL3ST2,GAL3ST3,GAL3ST4
GO:0050698:proteoglycan sulfotransferase activity	2	GAL3ST3,GAL3ST4
GO:0050699:WW domain binding	31	CDC25C,DAZAP2,DNM2,ENAH,FAM189B,KIF20B,LITAF,NDFIP1,NDFIP2,NFE2,PMEPA1,RAPGEF2,SCNN1A,SCNN1B,SCNN1G,TCEAL1,TCEAL2,TCEAL3,TCEAL4,TCEAL5,TCEAL6,TCEAL7,TCEAL8,TCEAL9,TNK2,TP63,TRAF4,TREX1,WBP1,WBP11,WBP2NL
GO:0050700:CARD domain binding	16	BCL10,CARD10,CARD11,CARD14,CARD16,CARD18,CARD19,CARD8,CARD9,CASP1,CASP4,IRGM,MAVS,NOD1,NOD2,RIPK2
GO:0050733:RS domain binding	5	LUC7L,SARNP,SON,SRSF10,SRSF12
GO:0050750:low-density lipoprotein particle receptor binding	21	ANKRA2,AP2A1,AP2M1,APOA5,APOB,APOE,CLTC,CLU,CRP,DKK1,DNAJA1,HSP90B1,HSPG2,LANCL1,LDLRAP1,LRPAP1,MESD,PCSK9,PICALM,SNX17,SYT1
GO:0050786:RAGE receptor binding	11	FPR1,HMGB1,HMGB2,S100A12,S100A13,S100A4,S100A7,S100A8,S100A9,S100B,S100P
GO:0050811:GABA receptor binding	18	AKAP5,ARFGEF2,GABARAP,GABARAPL1,GABARAPL2,GABARAPL3,GABRA5,GABRB1,GABRG1,JAKMIP1,LHFPL4,MAF1,PLCL1,PLCL2,PPP2CA,SHISA7,TRAK1,TRAK2
GO:0050815:phosphoserine residue binding	4	NEDD4,PIN1,YWHAB,YWHAE
GO:0050816:phosphothreonine residue binding	3	FBXW7,NEDD4,PIN1
GO:0050833:pyruvate transmembrane transporter activity	5	MPC1,MPC1L,MPC2,SLC16A11,SLC16A7
GO:0050839:cell adhesion molecule binding	60	ADAM8,ADGRL1,AFDN,CAMLG,CD1D,CD226,CDH1,CDHR2,CDHR5,CLDN7,CPE,CXADR,DSG2,DSP,EZR,FGA,FGB,FGG,HMCN1,IGSF21,ITGA4,ITGAL,ITGB1,ITGB2,ITGB3,ITGB7,JAML,JUP,LILRB2,LRRC4C,MSN,NECTIN1,NECTIN2,NECTIN3,NECTIN4,NLGN1,NLGN2,NLGN3,NLGN4X,NLGN4Y,NPTN,NRXN1,NRXN2,NRXN3,NTNG1,PKP3,POSTN,PTPN11,PTPN6,PTPRD,PTPRF,PVR,SELL,SLC14A2,TENM1,TENM2,TENM3,TENM4,TGFBI,VCAM1
GO:0050840:extracellular matrix binding	28	ADAMTS15,ADAMTS5,ADGRG1,ADGRG6,BGN,CCN1,CD248,CLEC14A,COL11A1,DCN,DMP1,ELN,FBLN2,ITGA2B,ITGAV,ITGB3,OLFML2A,SMOC1,SPARC,SPARCL1,SPOCK1,SPOCK2,SPOCK3,SPP1,SSC5D,TGFBI,VEGFA,VTN
GO:0050897:cobalt ion binding	3	NUDT16,SHMT1,SHMT2
GO:0050998:nitric-oxide synthase binding	14	ACTB,ATP2B4,CALM3,CAV1,CAV3,CD74,DMD,DNM1,DNM2,DNM3,NOS1AP,SCN5A,SLC6A4,SNTA1
GO:0051010:microtubule plus-end binding	20	APC,CLASP1,CLASP2,CLIP1,CLIP2,CLIP3,CLIP4,DCTN1,DST,KIF18A,KIF2C,MAPRE1,MAPRE2,MAPRE3,NUMA1,PAFAH1B1,SKAP1,STIM1,TBCB,TTBK2
GO:0051011:microtubule minus-end binding	14	CAMSAP1,CAMSAP2,CAMSAP3,CEP290,G3V2T6,HAUS4,HAUS7,MACF1,NUMA1,TUBGCP2,TUBGCP3,TUBGCP4,TUBGCP5,TUBGCP6
GO:0051015:actin filament binding	210	A0A1W2PNV4,ABITRAM,ABL1,ABL2,ABLIM1,ABLIM2,ABLIM3,ACTN1,ACTN2,ACTN4,ACTR2,ACTR3,ACTR3B,ACTR3C,ADD1,ADD2,ADD3,ADSS1,AFDN,AIF1,AIF1L,AJUBA,ANTXR1,ANXA6,ANXA8,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,AVIL,BIN1,BLOC1S6,CACNB2,CAMSAP3,CAPG,CAPZA1,CAPZA2,CAPZA3,CAPZB,CDK5R1,CFL1,CFL2,CLMN,CORO1A,CORO1B,CORO1C,CORO2A,CORO2B,CORO6,CORO7,COTL1,CTNNA1,CTNNA2,CTNNA3,CTNNAL1,CTTN,CYFIP1,DBN1,DBNL,DMTN,DSTN,EEF2,EGFR,EPS8L3,ERMN,ESPN,ESPNL,EZR,FERMT1,FERMT2,FHOD1,FHOD3,FLII,FLNA,FMNL1,FMNL2,FMNL3,FRG1,FSCN1,FSCN2,FSCN3,GAS2,GAS2L1,GAS2L2,GAS2L3,GJB6,GSN,HCLS1,HIP1,HIP1R,IQGAP1,IQGAP2,IQGAP3,ITPRID2,KLHL17,KPTN,LASP1,LCP1,LIMA1,LRPPRC,MACF1,MACO1,MAP1S,MARCKS,MICAL1,MICALL2,MISP,MPRIP,MYH1,MYH10,MYH11,MYH13,MYH14,MYH15,MYH2,MYH3,MYH4,MYH6,MYH7,MYH7B,MYH8,MYH9,MYL4,MYO10,MYO15A,MYO16,MYO18A,MYO19,MYO1A,MYO1B,MYO1C,MYO1D,MYO1E,MYO1F,MYO1G,MYO1H,MYO5A,MYO5B,MYO5C,MYO6,MYO7A,MYO7B,MYOM1,MYOM2,MYOM3,NEB,NEBL,NEXN,NRAP,PANX1,PICK1,PKNOX2,PLS1,PLS3,POF1B,PPP1R9A,PPP1R9B,RCSD1,SAMD14,SCIN,SHROOM1,SHROOM2,SHROOM3,SHROOM4,SHTN1,SLC6A4,SPTA1,SPTB,SVIL,SYNE1,SYNE2,SYNE3,TAGLN,TIGD5,TLN1,TLN2,TMEM201,TMOD1,TMOD4,TNNC1,TNNC2,TNNI3,TPM1,TPM2,TPM3,TPM4,TRIOBP,TRPV4,TTN,TULP1,TWF1,TWF2,USH1C,UTRN,UXT,VIL1,VILL,VPS16,WAS,WASL,WDR1,WIPF1,WIPF2,WIPF3,XIRP1,XIRP2,ZNF185
GO:0051018:protein kinase A binding	24	AKAIN1,AKAP10,AKAP11,AKAP12,AKAP13,AKAP17A,AKAP3,AKAP4,AKAP5,AKAP6,AKAP7,CRYBG3,DACT1,DACT2,DACT3,EZR,GSKIP,LRRK2,RARA,RDX,RPS3,SPHKAP,WASF1,WASF2
GO:0051019:mitogen-activated protein kinase binding	27	ABL1,ACE,ARRB2,ATF7,CDK5RAP3,DIRAS1,DUSP1,DUSP10,DUSP16,DUSP2,DUSP4,DUSP5,DUSP8,GCH1,IQGAP1,MAPK7,MAPKAPK2,MAPKAPK3,MAPKAPK5,MICALCL,NBR1,PPM1D,PTAFR,PTPRJ,SIRT1,TNIP1,TPR
GO:0051020:GTPase binding	34	AIMP1,AMBRA1,ATG14,ATG16L1,BECN1,BNIP3,CLTA,ENO1,EPRS1,FLNA,FNBP1L,GNB1,GNB2,GNB3,GOLGA4,HSP90AA1,IARS1,LAMTOR1,LCP1,MARCHF5,POU4F1,PPP1R9A,PREB,PTPRN,RASA1,RASIP1,RRAGB,RRAGC,RRAGD,SH3GL1,SPTBN1,STOML2,ULK1,YBX1
GO:0051022:Rho GDP-dissociation inhibitor binding	3	PLXNB3,RAC1,RHOA
GO:0051033:RNA transmembrane transporter activity	2	SIDT1,SIDT2
GO:0051059:NF-kappaB binding	30	AKAP8,ANXA4,APEX1,BCL10,BRMS1,CDK5RAP3,CDKN2A,COMMD6,COMMD7,CPNE1,EP300,FAF1,FOXP3,GSK3B,HDAC1,HDAC2,HDAC3,HIF1AN,MTDH,NFKBIA,NFKBID,NOTCH2,NPM1,PPARD,PSMA6,RELA,RNF25,SETD6,TAF4B,TP53BP2
GO:0051082:unfolded protein binding	116	AFG3L2,AHSP,AIP,AIPL1,APCS,CALR,CALR3,CANX,CCDC115,CCT2,CCT3,CCT4,CCT5,CCT6A,CCT6B,CCT7,CCT8,CDC37,CDC37L1,CHAF1A,CHAF1B,CLGN,CLPX,CLU,CRYAA,CRYAB,DNAJA1,DNAJA2,DNAJA3,DNAJA4,DNAJB1,DNAJB11,DNAJB13,DNAJB2,DNAJB4,DNAJB5,DNAJB6,DNAJB8,DNAJC4,ERLEC1,ERN1,ERN2,ERO1B,GRPEL1,GRPEL2,HEATR3,HSP90AA1,HSP90AA2P,HSP90AA4P,HSP90AA5P,HSP90AB1,HSP90AB2P,HSP90AB3P,HSP90AB4P,HSP90B1,HSP90B2P,HSPA13,HSPA14,HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA5,HSPA6,HSPA7,HSPA8,HSPA9,HSPB6,HSPD1,HSPE1,HTRA2,LMAN1,MDN1,MKKS,NACA,NACA2,NACA4P,NACAD,NAP1L4,NDUFAF1,NPM1,NUDC,NUDCD2,NUDCD3,PDRG1,PET100,PFDN1,PFDN2,PFDN4,PFDN5,PFDN6,PPIA,PPIB,PTGES3,RP2,RUVBL2,SCAP,SCG5,SERPINH1,SHQ1,SIL1,SPG7,SRSF10,SRSF12,ST13,SYVN1,TAPBP,TCP1,TMEM67,TOMM20,TOR1A,TRAP1,TTC1,TUBB4B,UGGT1,UGGT2
GO:0051087:chaperone binding	104	AHSA1,AHSA2P,ALB,AMFR,ATP1A1,ATP1A2,ATP1A3,ATP7A,BAG1,BAG2,BAG3,BAG4,BAG5,BAK1,BAX,BIN1,BIRC2,BIRC5,CALR,CDC25A,CDC37,CDC37L1,CDKN1B,CFTR,CLU,CP,CTSC,DNAJA1,DNAJA2,DNAJA4,DNAJB1,DNAJB13,DNAJB2,DNAJB4,DNAJB5,DNAJB6,DNAJB7,DNAJB8,DNAJB9,DNAJC1,DNAJC10,DNAJC3,DNLZ,ERP29,FGB,FICD,FN1,FNIP1,FNIP2,GAK,GET4,GNB5,GRN,GRPEL1,GRPEL2,HES1,HLA-B,HSCB,HSPA2,HSPA5,HSPA8,HSPB6,HSPD1,HSPE1,HYOU1,KSR1,LRP2,MAPT,PACRG,PDPN,PFDN4,PFDN6,PIH1D3,PLG,PRKN,PRNP,PTGES3,PTGES3L,RNF207,SACS,SCARB2,SDF2L1,SLC12A2,SLC25A17,SOD1,ST13,STIP1,STUB1,SYVN1,TBCA,TBCC,TBCD,TBCE,TERT,TIMM10,TIMM44,TIMM9,TP53,TSACC,TSC1,UBL4A,USP13,VWF,WRAP53
GO:0051117:ATPase binding	88	ABCA1,ADCY10,ALDOB,ANK1,ANK2,AR,ATOX1,ATP1B1,ATP1B2,ATP1B3,ATP5IF1,ATP6V0A1,ATP6V0A2,ATP6V0A4,ATP6V1E1,ATP6V1G1,ATP6V1G3,ATXN3,BBC3,BRSK2,CAV1,CHMP4A,CLPP,DERL1,DNAJB1,DNAJC10,EGFR,ESR1,EZR,FBL,FXYD4,FXYD7,GABARAPL2,HRC,LCK,METTL21A,NCSTN,NKAIN1,NKD2,NOP58,NR1H2,NSFL1C,NUFIP1,PDE4D,PEX19,PEX26,PGR,PIH1D1,PKD2,PLN,PPP3CA,PSEN1,PTPN3,RAB3A,RAB4A,RAC1,RALA,RALB,RDX,RUVBL1,RUVBL2,S100A1,SDF2L1,SELENOS,SLC26A9,SLC2A13,SLN,SNTA1,SNU13,SNX10,SRC,SVIP,SYVN1,TAF9,TCIRG1,TMTC4,TOR1AIP1,TOR1AIP2,TRPC1,TRPC5,TRPC6,UBE4B,UBXN1,UFD1,USP25,VCPKMT,WFS1,ZNHIT6
GO:0051119:sugar transmembrane transporter activity	2	SLC45A3,SLC50A1
GO:0051120:hepoxilin A3 synthase activity	2	ALOX15,ALOXE3
GO:0051184:cofactor transmembrane transporter activity	4	FLVCR1,FLVCR2,SLC49A3,SLC49A4
GO:0051213:dioxygenase activity	22	ALKBH6,ALKBH7,ASPHD1,ASPHD2,JMJD1C,KDM3A,KDM3B,KDM4D,KDM4E,KDM5A,KDM5B,KDM5C,KDM5D,KDM6A,KDM6B,OGFOD2,OGFOD3,PHF2,PTGS1,RSBN1,RSBN1L,UTY
GO:0051219:phosphoprotein binding	35	APTX,ARR3,CBX4,DPYS,EPB41,FKBP4,GPRIN1,IGF2R,LRP11,LYN,MID1,MID2,MTOR,PAFAH1B1,PHF6,PIH1D1,PIN1,PKD2,PLAT,PRKCSH,RB1,RRAGA,SAG,SFN,SNCA,SRC,TBK1,TBL2,THRAP3,TOX3,TRPV1,UBASH3B,URI1,YWHAB,YWHAE
GO:0051287:NAD binding	39	ADH4,AHCY,ALDH1A1,ALDH1B1,ALDH2,AOX1,BDH2,CTBP1,CTBP2,CYB5R3,DLD,GAPDH,GAPDHS,GLYR1,GPD1,GPD1L,GRHPR,HADHA,HIBADH,HPGD,HSD11B2,IDH1,IDH2,IDH3A,IDH3B,IDH3G,LDHA,MDH1,ME1,ME2,ME3,NDUFS2,NDUFV1,NNT,NUDT6,PARP1,PHGDH,SORD,UGDH
GO:0051371:muscle alpha-actinin binding	18	LDB3,MYOM1,MYOM2,MYOM3,MYPN,NRAP,PALLD,PDLIM1,PDLIM2,PDLIM3,PDLIM4,PDLIM5,PDLIM7,PKD2,PKD2L1,PRICKLE4,SYNPO2,TTN
GO:0051373:FATZ binding	5	ACTN2,MYOZ1,MYOZ2,MYOZ3,TCAP
GO:0051377:mannose-ethanolamine phosphotransferase activity	3	PIGF,PIGN,PIGO
GO:0051378:serotonin binding	10	HTR1A,HTR1B,HTR1E,HTR1F,HTR2A,HTR2B,HTR2C,HTR3A,HTR5A,SLC6A4
GO:0051379:epinephrine binding	8	ADRA2A,ADRA2B,ADRA2C,ADRB1,ADRB2,ADRB3,DRD4,RNLS
GO:0051380:norepinephrine binding	5	ADRA2A,ADRB1,ADRB2,ADRB3,DRD4
GO:0051393:alpha-actinin binding	15	ADORA2A,CACNA1C,CACNA1D,DAG1,KCNA5,KCNN2,LRRC10,MAGI1,MYOT,PDLIM4,PKD2L1,PPARG,RARA,SYNPO2,XIRP2
GO:0051400:BH domain binding	4	BAK1,BCL2A1,BCL2L2,BOK
GO:0051424:corticotropin-releasing hormone binding	2	CRHBP,CRHR1
GO:0051425:PTB domain binding	3	APP,INSR,NUP62
GO:0051427:hormone receptor binding	6	FABP4,GPHA2,NCOA6,NPPA,NPPB,NPPC
GO:0051428:peptide hormone receptor binding	10	ADCYAP1,CCK,FYN,GHRH,JAK2,LEP,PTH,PTHLH,PTPN11,VIP
GO:0051429:corticotropin-releasing hormone receptor binding	2	UCN2,UCN3
GO:0051430:corticotropin-releasing hormone receptor 1 binding	4	CRH,GNAO1,GNAS,UCN
GO:0051431:corticotropin-releasing hormone receptor 2 binding	4	CRH,UCN,UCN2,UCN3
GO:0051434:BH3 domain binding	6	BAX,BCL2,BCL2L1,IRGM,MCL1,RACK1
GO:0051500:D-tyrosyl-tRNA(Tyr) deacylase activity	3	DTD1,DTD2,F8W1H4
GO:0051525:NFAT protein binding	5	FOXP3,GATA4,MAPK14,PPARA,SPI1
GO:0051536:iron-sulfur cluster binding	8	ABAT,BOLA2,DPYD,GLRX3,NFS1,NUBP1,NUBP2,RPS3
GO:0051537:2 iron, 2 sulfur cluster binding	22	AIFM3,AOX1,CIAPIN1,CISD1,CISD2,CISD3,FDX1,FDX2,FECH,FXN,GLRX2,GLRX5,ISCA1,ISCA2,ISCU,NDUFS1,NDUFV2,RFESD,SDHB,UQCRFS1,UQCRFS1P1,XDH
GO:0051538:3 iron, 4 sulfur cluster binding	3	ACO1,ACO2,SDHB
GO:0051539:4 iron, 4 sulfur cluster binding	42	ACO1,ACO2,BRIP1,CDK5RAP1,CDKAL1,CIAO3,CIAPIN1,DDX11,DNA2,DPYD,ELP3,ERCC2,ETFDH,EXO5,IREB2,ISCA2,ISCU,LIAS,MOCS1,MUTYH,NDUFS1,NDUFS2,NDUFS7,NDUFS8,NDUFV1,NFU1,NTHL1,NUBP1,NUBP2,NUBPL,POLA1,POLD1,POLE,PPAT,PRIM2,REV3L,RSAD1,RSAD2,RTEL1,SDHB,TYW1,TYW1B
GO:0051575:5'-deoxyribose-5-phosphate lyase activity	5	HMGA2,POLL,POLQ,XRCC5,XRCC6
GO:0051717:inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity	2	MINPP1,PTEN
GO:0051721:protein phosphatase 2A binding	33	ADCY8,AKT1,ANKLE2,ARPP19,BCL2,BOD1,BOD1L1,BOD1L2,CTTNBP2NL,DAB2IP,EIF4EBP1,ENSA,FOXO1,GRIN3A,HMGCR,IGBP1,MAPT,MASTL,MFHAS1,PPME1,PPP2R2A,PTPA,PTPN1,SLC6A3,SMG5,SMG7,SPHK1,STAT1,STRN,STRN3,STRN4,TP53,hCG_1642624
GO:0051731:polynucleotide 5'-hydroxyl-kinase activity	2	CLP1,NOL9
GO:0051747:cytosine C-5 DNA demethylase activity	2	ALKBH2,ALKBH3
GO:0051750:delta3,5-delta2,4-dienoyl-CoA isomerase activity	2	ECH1,M0QYT0
GO:0051765:inositol tetrakisphosphate kinase activity	4	IPMK,ITPKA,ITPKB,ITPKC
GO:0051787:misfolded protein binding	27	BAG6,CLU,CLUL1,DERL1,DERL2,DERL3,DNAJB9,DNAJC10,DNAJC3,EDEM1,F12,HDAC6,HSPA13,HSPA14,HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA5,HSPA6,HSPA7,HSPA8,HSPA9,RHBDD2,SDF2L1,STUB1,TOR1A
GO:0051861:glycolipid binding	5	CD1C,CLN3,GLTP,HSPA2,PLEKHA8
GO:0051864:histone demethylase activity (H3-K36 specific)	10	KDM2A,KDM2B,KDM4A,KDM4B,KDM4C,KDM7A,KDM8,PHF8,RIOX1,RIOX2
GO:0051870:methotrexate binding	3	DHFR,FOLR1,FOLR2
GO:0051879:Hsp90 protein binding	42	AHR,AHSA1,AHSA2P,ARNTL,CDC37,CDK5,CHORDC1,CSNK2A1,CYP1A1,CYP2E1,EIF2AK3,ERN1,FKBP6,GBP1,HDAC6,HDAC8,HIF1A,HSF1,KDR,KPNB1,KSR1,MAPT,NOD2,NPAS2,NR3C1,NUP62,PACRG,PPEF2,PPID,PPP5C,PTGES3,PTGES3L,RPS3,SLC12A2,STIP1,STUB1,TELO2,TSC1,TSC2,UNC45A,UNC45B,USP19
GO:0051880:G-quadruplex DNA binding	10	A0A1W2PPC4,BLM,DDX11,DHX36,LONP1,NME2,PIF1,RAD50,WRN,XRN1
GO:0051903:S-(hydroxymethyl)glutathione dehydrogenase activity	2	ADH4,ADH5
GO:0051920:peroxiredoxin activity	2	PARK7,PRDX6
GO:0051959:dynein light intermediate chain binding	29	BICD2,CCDC88A,CCDC88B,CCDC88C,DNAH1,DNAH10,DNAH11,DNAH14,DNAH17,DNAH2,DNAH3,DNAH5,DNAH6,DNAH7,DNAH8,DNAH9,DNAL4,DNHD1,DYNC1H1,DYNC2H1,DYNLL1,DYNLL2,HOOK1,HOOK2,HOOK3,RAB11FIP3,RILP,RILPL1,RILPL2
GO:0052593:tryptamine:oxygen oxidoreductase (deaminating) activity	2	AOC2,AOC3
GO:0052594:aminoacetone:oxygen oxidoreductase(deaminating) activity	2	AOC2,AOC3
GO:0052595:aliphatic-amine oxidase activity	2	AOC2,AOC3
GO:0052596:phenethylamine:oxygen oxidoreductase (deaminating) activity	2	AOC2,AOC3
GO:0052629:phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity	6	MTM1,MTMR1,MTMR2,MTMR3,MTMR4,MTMR8
GO:0052642:lysophosphatidic acid phosphatase activity	3	ACP3,ACP6,EPHX2
GO:0052650:NADP-retinol dehydrogenase activity	11	AKR1B1,AKR1B10,AKR1B15,AKR1C3,DHRS3,RDH10,RDH11,RDH12,RDH13,RDH14,RDH8
GO:0052654:L-leucine transaminase activity	2	BCAT1,BCAT2
GO:0052655:L-valine transaminase activity	2	BCAT1,BCAT2
GO:0052656:L-isoleucine transaminase activity	2	BCAT1,BCAT2
GO:0052658:inositol-1,4,5-trisphosphate 5-phosphatase activity	6	INPP5A,INPP5B,INPP5D,INPP5J,INPP5K,OCRL
GO:0052659:inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity	5	INPP5A,INPP5D,INPP5J,INPP5K,OCRL
GO:0052689:carboxylic ester hydrolase activity	27	ABHD4,ABHD5,ACHE,ACOT1,ACOT11,ACOT12,ACOT2,ACOT4,ACOT6,ACOT7,ACOT7L,ACOT8,ACOT9,BAAT,CES1,CES1P1,CES2,CES3,CES4A,CES5A,ESD,LIPH,LIPI,LYPLA1,LYPLA2,LYPLAL1,NOTUM
GO:0052717:tRNA-specific adenosine-34 deaminase activity	2	ADAT2,ADAT3
GO:0052723:inositol hexakisphosphate 1-kinase activity	4	IP6K1,IP6K3,PPIP5K1,PPIP5K2
GO:0052724:inositol hexakisphosphate 3-kinase activity	4	IP6K1,IP6K3,PPIP5K1,PPIP5K2
GO:0052735:tRNA (cytosine-3-)-methyltransferase activity	4	METTL2A,METTL2B,METTL6,METTL8
GO:0052739:phosphatidylserine 1-acylhydrolase activity	11	ABHD3,LIPC,LIPG,LPL,PLA1A,PLA2G15,PLAAT1,PLAAT2,PLAAT3,PLAAT4,PLAAT5
GO:0052740:1-acyl-2-lysophosphatidylserine acylhydrolase activity	10	ABHD3,LIPC,LIPG,LPL,PLA2G15,PLAAT1,PLAAT2,PLAAT3,PLAAT4,PLAAT5
GO:0052741:(R)-limonene 6-monooxygenase activity	2	CYP2C19,CYP2C9
GO:0052742:phosphatidylinositol kinase activity	12	PI4KA,PI4KAP1,PI4KAP2,PI4KB,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG
GO:0052745:inositol phosphate phosphatase activity	2	MINPP1,OCRL
GO:0052794:exo-alpha-(2->3)-sialidase activity	4	NEU1,NEU2,NEU3,NEU4
GO:0052795:exo-alpha-(2->6)-sialidase activity	4	NEU1,NEU2,NEU3,NEU4
GO:0052796:exo-alpha-(2->8)-sialidase activity	4	NEU1,NEU2,NEU3,NEU4
GO:0052812:phosphatidylinositol-3,4-bisphosphate 5-kinase activity	5	IPMK,PIK3CA,PIK3CB,PIK3CD,PIK3CG
GO:0052815:medium-chain acyl-CoA hydrolase activity	2	ACOT8,BAAT
GO:0052816:long-chain acyl-CoA hydrolase activity	2	ACOT8,BAAT
GO:0052832:inositol monophosphate 3-phosphatase activity	3	IMPA1,IMPA2,INPP5F
GO:0052833:inositol monophosphate 4-phosphatase activity	3	IMPA1,IMPA2,INPP5F
GO:0052840:inositol diphosphate tetrakisphosphate diphosphatase activity	5	NUDT10,NUDT11,NUDT3,NUDT4,NUDT4B
GO:0052842:inositol diphosphate pentakisphosphate diphosphatase activity	5	NUDT10,NUDT11,NUDT3,NUDT4,NUDT4B
GO:0052851:ferric-chelate reductase (NADPH) activity	3	STEAP2,STEAP3,STEAP4
GO:0052852:very-long-chain-(S)-2-hydroxy-acid oxidase activity	2	HAO1,HAO2
GO:0052853:long-chain-(S)-2-hydroxy-long-chain-acid oxidase activity	2	HAO1,HAO2
GO:0052854:medium-chain-(S)-2-hydroxy-acid oxidase activity	2	HAO1,HAO2
GO:0052856:NADHX epimerase activity	3	E7ENQ6,NAXE,YJEFN3
GO:0052857:NADPHX epimerase activity	3	E7ENQ6,NAXE,YJEFN3
GO:0052869:arachidonic acid omega-hydroxylase activity	3	CYP2U1,CYP4A22,CYP4F2
GO:0052901:spermine:oxygen oxidoreductase (spermidine-forming) activity	2	PAOX,SMOX
GO:0052905:tRNA (guanine(9)-N(1))-methyltransferase activity	3	TRMT10A,TRMT10B,TRMT10C
GO:0055056:D-glucose transmembrane transporter activity	6	SLC2A1,SLC2A10,SLC2A2,SLC2A4,SLC5A1,SLC5A2
GO:0055077:gap junction hemi-channel activity	6	GJA1,GJA3,GJA5,PANX1,PANX2,PANX3
GO:0055100:adiponectin binding	3	ADIPOR1,ADIPOR2,CDH13
GO:0055102:lipase inhibitor activity	6	APOA1,APOA2,APOC1,APOC2,APOC3,FAF2
GO:0055106:ubiquitin-protein transferase regulator activity	3	TRIB1,TRIB2,TRIB3
GO:0055131:C3HC4-type RING finger domain binding	6	DNAJA1,HSPA1A,HSPA1B,HSPA8,KCNH2,PINK1
GO:0060002:plus-end directed microfilament motor activity	3	MYO10,MYO19,MYO3A
GO:0060072:large conductance calcium-activated potassium channel activity	2	KCNMA1,KCNU1
GO:0060090:molecular adaptor activity	72	AIMP2,AKAP13,AKAP5,AKAP6,AKAP9,ANAPC1,ARRB2,AXIN1,CAPN3,CAV1,CAV2,CAV3,CHCHD3,CNOT1,COX15,DISC1,DLG1,ECPAS,EIF3B,EIF4G1,IPPK,IQGAP1,ISCU,ITSN1,ITSN2,KLHL17,LAMTOR1,LAMTOR2,LAMTOR3,LAMTOR4,LAMTOR5,MAGI1,MAGI3,MPP7,OTUD4,PAXX,PCNT,PDE4DIP,PKP2,PSMG1,PSMG2,PSMG3,RACK1,RB1CC1,SASH1,SAV1,SCIMP,SEPTIN1,SEPTIN10,SEPTIN11,SEPTIN12,SEPTIN14,SEPTIN2,SEPTIN3,SEPTIN4,SEPTIN5,SEPTIN6,SEPTIN7,SEPTIN8,SEPTIN9,SGTA,SGTB,SLC9A1,SLC9A3R1,SLC9A3R2,SMARCD1,TELO2,TMEM250,WWC1,WWC2,WWC3,ZMYND10
GO:0060228:phosphatidylcholine-sterol O-acyltransferase activator activity	6	APOA1,APOA2,APOA4,APOA5,APOC1,APOE
GO:0060230:lipoprotein lipase activator activity	4	APOA5,APOC2,APOC4-APOC2,APOH
