GeneA	GeneB	EdgeWeight
TBK1	TICAM1	0.993
TBK1	TICAM2	0.955
TBK1	TLR3	0.994
TBK1	TLR4	0.991
TBK1	TLR9	0.862
TBK1	TMEM173	0.991
TBK1	TNF	0.71
TBK1	TNFAIP3	0.956
TBK1	TNFRSF1A	0.46
TBK1	TNIP1	0.498
TBK1	TNIP2	0.254
TBK1	TOMM70A	0.524
TBK1	TRAF1	0.499
TBK1	TRAF2	0.989
TBK1	TRAF3	0.998
TBK1	TRAF3IP2	0.52
TBK1	TRAF5	0.926
TBK1	TRAF6	0.996
TBK1	TRAIP	0.734
TBK1	TRIM10	0.205
TBK1	TRIM14	0.464
TBK1	TRIM21	0.401
TBK1	TRIM23	0.784
TBK1	TRIM25	0.973
TBK1	TRIM26	0.485
TBK1	TRIM27	0.488
TBK1	TRIM9	0.473
TBK1	TSC2	0.219
TBK1	TXLNA	0.693
TBK1	TXLNB	0.512
TBK1	TXLNG	0.508
TBK1	ULK1	0.227
TBK1	USP2	0.453
TBK1	XIAP	0.521
TBK1	XPO1	0.223
TBK1	YAP1	0.377
TBK1	YWHAE	0.196
TBK1	ZBP1	0.969
TBK1	ZC3H12A	0.206
TBKBP1	TNF	0.313
TBL1X	TBL1XR1	0.936
TBL1X	THRB	0.415
TBL1X	TKT	0.156
TBL1X	TSC22D4	0.257
TBL1X	UBE2D1	0.522
TBL1X	UBE2E3	0.432
TBL1X	UBE2I	0.562
TBL1X	USP44	0.495
TBL1X	WDR59	0.202
TBL1XR1	THRB	0.215
TBL1XR1	TTC29	0.193
TBL1XR1	UBE2D1	0.506
TBL1XR1	UBE2E3	0.451
TBL1XR1	UBE2I	0.534
TBL1XR1	USP44	0.486
TBL1XR1	XPO1	0.19
TBL2	USP44	0.245
TBL3	USP36	0.23
TBL3	UTP15	0.999
TBL3	WDR3	0.999
TBL3	WDR36	0.999
TBP	TBPL1	0.902
TBP	TCEA1	0.996
TBP	TCF12	0.498
TBP	TCF7L2	0.176
TBP	TP53	0.986
TBP	UBE2I	0.417
TBP	UBTF	0.966
TBP	USP10	0.52
TBP	YEATS2	0.539
TBP	ZNF143	0.944
TBP	ZNF76	0.569
TBPL1	TBPL2	0.903
TBPL1	TERF1	0.573
TBPL1	TERF2	0.234
TBPL1	TNNT1	0.245
TBPL1	TP53	0.875
TBR1	TSPYL2	0.771
TBRG4	TMEM43	0.185
TBRG4	WBSCR16	0.534
TBX15	TBX6	0.173
TBX15	VENTX	0.248
TBX15	VGLL3	0.193
TBX19	TBX6	0.163
TBX2	TEAD2	0.288
TBX20	TLE1	0.505
TBX20	TLE3	0.493
TBX20	TLE4	0.514
TBX21	UBC	0.425
TBX21	USP10	0.395
TBX22	TLX3	0.177
TBX22	VENTX	0.252
TBX5	WWTR1	0.975
TBX5	YAP1	0.764
TBX5	ZMYND10	0.209
TBX6	TOX4	0.254
TBXA2R	VRK2	0.197
TBXA2R	WDR36	0.441
TBXA2R	YWHAZ	0.395
TBXAS1	UBC	0.158
TCAP	TRIM55	0.514
TCAP	TRIM63	0.717
TCAP	TTN	0.998
TCEA1	TCEA2	0.223
TCEA1	TRMT1L	0.423
TCEA1	UBAC1	0.386
TCEA1	UBR5	0.499
TCEA1	WDR61	0.946
TCEA1	ZMAT2	0.868
TCEA2	TNPO1	0.58
TCEA2	ZBTB22	0.159
TCEAL1	TCEAL2	0.651
TCEAL1	TCEAL4	0.913
TCEAL1	TDP2	0.181
TCEAL1	TP53	0.436
TCEAL1	TRIM25	0.173
TCEAL1	TRUB1	0.622
TCEAL1	UROS	0.161
TCEAL1	USP11	0.839
TCEAL1	USP4	0.16
TCEAL1	USP7	0.243
TCEAL1	ZUFSP	0.617
TCEAL2	TCEAL4	0.599
TCEAL2	USP11	0.523
TCEAL4	TRIM27	0.442
TCEAL4	USP11	0.521
TCEAL4	USP5	0.213
TCEAL4	USP7	0.198
TCEANC	YWHAE	0.29
TCEANC	ZKSCAN7	0.169
TCEANC2	UBE2R2	0.28
TCEANC2	UBXN7	0.691
TCEANC2	WDR70	0.207
TCEB1	TCEB2	0.999
TCEB1	TCEB3	0.996
TCEB1	TCEB3B	0.991
TCEB1	TCEB3C	0.979
TCEB1	TOP2A	0.379
TCEB1	TSC22D4	0.257
TCEB1	UBC	0.927
TCEB1	UBE2M	0.924
TCEB1	UBXN7	0.98
TCEB1	USP33	0.498
TCEB1	VHL	0.999
TCEB1	WNT7B	0.319
TCEB1	WSB1	0.95
TCEB1	WWP2	0.171
TCEB1	XPNPEP1	0.4
TCEB1	ZER1	0.69
TCEB1	ZYG11B	0.823
TCEB2	TCEB3	0.988
TCEB2	TCEB3B	0.997
TCEB2	TCEB3C	0.96
TCEB2	TP53BP1	0.553
TCEB2	UBE2M	0.935
TCEB2	UBXN7	0.925
TCEB2	USP33	0.742
TCEB2	VHL	0.998
TCEB2	WSB1	0.952
TCEB2	ZER1	0.947
TCEB2	ZYG11B	0.806
TCEB3	TRIM54	0.156
TCEB3	VHL	0.598
TCEB3	YWHAE	0.239
TCEB3	YWHAZ	0.239
TCEB3B	TRIM37	0.174
TCEB3B	ZCCHC10	0.187
TCERG1	TCERG1L	0.441
TCERG1	TPM4	0.689
TCERG1	U2AF2	0.959
TCERG1	WAS	0.363
TCERG1	WASF2	0.345
TCERG1	WBP4	0.387
TCERG1	WIPF2	0.332
TCERG1	WWOX	0.345
TCERG1	XRCC6	0.364
TCF12	TCF21	0.663
TCF12	TCF23	0.537
TCF12	TCF3	0.947
TCF12	TCF4	0.999
TCF12	TP53BP1	0.687
TCF12	TRIM33	0.248
TCF12	TRIM72	0.26
TCF12	TWIST2	0.591
TCF12	WTAP	0.249
TCF20	TOPBP1	0.657
TCF20	TRIM27	0.259
TCF20	USP7	0.307
TCF21	TCF3	0.766
TCF21	TCF4	0.629
TCF23	TCF4	0.329
TCF24	TCF3	0.342
TCF24	TCF4	0.487
TCF25	USP7	0.175
TCF25	XIAP	0.755
TCF3	TCF4	0.983
TCF3	TET2	0.512
TCF3	TFF3	0.226
TCF3	TLE1	0.483
TCF3	TRIM33	0.238
TCF3	TRRAP	0.417
TCF3	TWIST1	0.752
TCF3	TWIST2	0.645
TCF3	UBE2I	0.499
TCF3	USF1	0.501
TCF3	WHSC1L1	0.366
TCF3	XPO1	0.203
TCF3	YY1	0.483
TCF4	TCL1A	0.155
TCF4	TDG	0.393
TCF4	TLE1	0.946
TCF4	TLE3	0.918
TCF4	TP53	0.599
TCF4	TRIM24	0.175
TCF4	TRIM33	0.27
TCF4	TRIM68	0.167
TCF4	TWIST1	0.734
TCF4	TWIST2	0.63
TCF4	UBE2I	0.473
TCF4	VARS	0.155
TCF4	WASF1	0.163
TCF4	WASF2	0.17
TCF4	WDR47	0.284
TCF7	UCHL5	0.426
TCF7	ZMIZ1	0.415
TCF7L2	TERT	0.912
TCF7L2	TJP1	0.302
TCF7L2	TLE1	0.983
TCF7L2	TLE2	0.939
TCF7L2	TLE3	0.985
TCF7L2	TLE4	0.983
TCF7L2	TNIK	0.948
TCF7L2	TRAF1	0.239
TCF7L2	TRRAP	0.918
TCF7L2	TSC1	0.239
TCF7L2	UBE2I	0.435
TCF7L2	UBR5	0.388
TCF7L2	UHRF2	0.269
TCF7L2	USP4	0.393
TCF7L2	XIAP	0.313
TCF7L2	XRCC5	0.367
TCF7L2	XRCC6	0.356
TCF7L2	ZBTB33	0.682
TCFL5	USF1	0.379
TCHP	TUBG1	0.524
TCIRG1	VAPA	0.428
TCL1A	TRAF1	0.162
TCL1A	TRMT61A	0.21
TCL1A	TTC33	0.25
TCL1A	WDR47	0.229
TCOF1	TERF2	0.177
TCOF1	TNF	0.185
TCOF1	TOP1	0.374
TCOF1	TRIM25	0.196
TCOF1	ZBTB38	0.173
TCOF1	ZNF598	0.168
TCOF1	ZNHIT2	0.192
TCP1	THOC3	0.397
TCP1	TMPO	0.196
TCP1	TP53	0.93
TCP1	TRAF3IP3	0.861
TCP1	TSSC1	0.174
TCP1	TTC27	0.259
TCP1	TTLL3	0.542
TCP1	TTLL9	0.323
TCP1	TUBA1A	0.926
TCP1	TUBA1B	0.972
TCP1	TUBA1C	0.938
TCP1	TUBAL3	0.918
TCP1	TUBG1	0.212
TCP1	TUBG2	0.281
TCP1	TXNDC9	0.847
TCP1	UBASH3B	0.219
TCP1	UNK	0.182
TCP1	UQCRC2	0.59
TCP1	USP9X	0.223
TCP1	VCP	0.413
TCP1	VHL	0.433
TCP1	VRK2	0.401
TCP1	WDR37	0.179
TCP1	WDR5	0.376
TCP1	WDR5B	0.364
TCP1	WDR77	0.388
TCP1	WDR82	0.232
TCP1	WDR86	0.468
TCP1	WDTC1	0.288
TCP1	WRAP53	0.938
TCP1	XRCC3	0.155
TCP1	YWHAQ	0.306
TCP10	TCP10L2	0.71
TCP10L	TCP10L2	0.351
TCP10L	TENC1	0.183
TCP10L2	TMF1	0.313
TCP11L1	TTC5	0.864
TCP11L1	TUBA1A	0.316
TCP11L1	TUBB	0.839
TCP11L1	TUBB2B	0.831
TCP11L1	ZNF836	0.613
TCP11L2	TTC5	0.826
TCP11L2	TUBA1A	0.795
TCP11L2	TUBA1B	0.753
TCP11L2	TUBA1C	0.899
TCP11L2	TUBA3C	0.641
TCP11L2	TUBA3E	0.625
TCP11L2	TUBA4A	0.645
TCP11L2	TUBA8	0.599
TCTEX1D2	TIPRL	0.179
TCTEX1D2	VWA2	0.203
TCTEX1D2	WDR34	0.98
TCTEX1D2	WDR60	0.982
TCTN1	TCTN2	0.949
TCTN1	TCTN3	0.948
TCTN1	TMEM231	0.967
TCTN1	TOR1A	0.157
TCTN1	UGGT2	0.163
TCTN2	TCTN3	0.942
TCTN2	TMEM231	0.943
TCTN2	TMEM67	0.99
TCTN2	TPST2	0.155
TCTN3	TGM1	0.177
TCTN3	TRAM1	0.19
TCTN3	TXNDC5	0.158
TDG	THRA	0.328
TDG	TP53	0.613
TDG	TP73	0.393
TDG	UBE2I	0.957
TDG	VDR	0.336
TDG	XPC	0.689
TDGF1	TGFBR2	0.173
TDGF1	WBP5	0.845
TDGF1	WDR26	0.562
TDGF1	YPEL5	0.537
TDGF1	ZMYND19	0.666
TDP1	VAMP2	0.386
TDP1	VCP	0.625
TDP2	TFIP11	0.16
TDP2	TNFRSF1B	0.538
TDP2	TNFRSF8	0.319
TDP2	TRAF2	0.739
TDP2	TRAF3	0.546
TDP2	TRAF5	0.615
TDP2	TRAF6	0.495
TDP2	UBE2I	0.347
TDP2	WBP2	0.227
TDRD3	TOP3A	0.75
TDRD3	TOP3B	0.99
TDRD3	USP9X	0.697
TDRD6	TDRKH	0.944
TDRD9	TDRKH	0.938
TDRKH	TOMM22	0.347
TEAD1	TEAD2	0.986
TEAD1	TEAD4	0.986
TEAD1	TRIM3	0.183
TEAD1	UBTD1	0.347
TEAD1	VGLL1	0.952
TEAD1	VGLL3	0.933
TEAD1	VGLL4	0.97
TEAD1	WWTR1	0.998
TEAD1	YAP1	0.998
TEAD2	TEAD4	0.984
TEAD2	TERT	0.165
TEAD2	TFCP2	0.178
TEAD2	TP53	0.272
TEAD2	TRIP12	0.316
TEAD2	TRPS1	0.261
TEAD2	UBN2	0.187
TEAD2	USF2	0.258
TEAD2	VGLL1	0.715
TEAD2	VGLL3	0.524
TEAD2	VGLL4	0.768
TEAD2	WHSC1L1	0.229
TEAD2	WWTR1	0.994
TEAD2	YAP1	0.997
TEAD2	ZEB2	0.246
TEAD2	ZIC2	0.197
TEAD3	VGLL1	0.672
TEAD3	VGLL2	0.746
TEAD3	VGLL3	0.624
TEAD3	VGLL4	0.774
TEAD3	WWTR1	0.977
TEAD3	YAP1	0.996
TEAD4	TRIM27	0.154
TEAD4	VASP	0.173
TEAD4	VGLL1	0.909
TEAD4	VGLL3	0.686
TEAD4	VGLL4	0.903
TEAD4	VTA1	0.189
TEAD4	WWTR1	0.996
TEAD4	YAP1	0.999
TEC	VAV1	0.961
TEC	VAV2	0.942
TEC	VAV3	0.942
TEC	WAS	0.448
TECPR1	TRAPPC11	0.335
TECPR1	TRAPPC12	0.584
TECPR1	TRAPPC8	0.47
TECPR2	VPS16	0.819
TECPR2	VPS18	0.816
TECPR2	VPS41	0.86
TECR	TOMM22	0.89
TECR	UBL4A	0.152
TECR	UQCRC2	0.377
TECR	VDAC1	0.368
TECR	VDAC2	0.363
TECR	VDAC3	0.363
TECR	XRCC3	0.15
TEFM	WBSCR16	0.413
TEFM	ZUFSP	0.181
TEK	TIE1	0.532
TEK	TNIP2	0.95
TEKT1	TEKT4	0.175
TEKT1	VCL	0.239
TEKT3	TRAF2	0.177
TEKT3	TYSND1	0.345
TEKT3	ZNF703	0.171
TEKT4	VPS33A	0.177
TEKT5	TENC1	0.187
TEKT5	TLX3	0.167
TEKT5	VENTX	0.168
TELO2	TOPBP1	0.433
TELO2	TPM4	0.386
TELO2	TRRAP	0.862
TELO2	TTI1	0.997
TELO2	TTI2	0.834
TELO2	UNC93B1	0.175
TELO2	XPO1	0.16
TENC1	TM4SF19	0.183
TENC1	TNS1	0.223
TENC1	TNS3	0.19
TENC1	TSC1	0.395
TENC1	TWSG1	0.276
TENC1	UTRN	0.26
TENC1	WDFY3	0.216
TENC1	YWHAB	0.267
TENC1	YWHAE	0.259
TENC1	YWHAG	0.259
TENC1	YWHAH	0.259
TENC1	ZNF417	0.153
TENC1	ZNF586	0.204
TENC1	ZNF655	0.204
TENC1	ZNRD1	0.239
TEP1	TERF2	0.515
TEP1	TERT	0.978
TEP1	TIRAP	0.511
TEP1	TP53	0.474
TEP1	TROVE2	0.482
TEP1	UBAP2	0.742
TERF1	TERF2	0.953
TERF1	TERF2IP	0.984
TERF1	TERT	0.983
TERF1	TINF2	0.999
TERF1	TNKS	0.994
TERF1	TNKS2	0.868
TERF1	TP53BP1	0.867
TERF1	TRPC5	0.174
TERF1	U2AF2	0.657
TERF1	UBE2M	0.319
TERF1	XPO1	0.222
TERF1	XRCC5	0.965
TERF1	YWHAG	0.2
TERF1	YY1	0.158
TERF2	TERF2IP	0.999
TERF2	TFIP11	0.185
TERF2	THRAP3	0.225
TERF2	TINF2	0.999
TERF2	TNKS	0.621
TERF2	TOP2A	0.374
TERF2	TOP3A	0.478
TERF2	TOX4	0.159
TERF2	TP53BP1	0.767
TERF2	U2AF2	0.185
TERF2	UBE2I	0.929
TERF2	UCHL1	0.294
TERF2	USP15	0.165
TERF2	WDR4	0.15
TERF2	WDR5	0.171
TERF2	WRN	0.971
TERF2	XRCC5	0.881
TERF2	XRCC6	0.947
TERF2	YY1	0.204
TERF2	ZBTB10	0.424
TERF2	ZC3H13	0.278
TERF2	ZC3H18	0.219
TERF2IP	TINF2	0.993
TERF2IP	TOR1AIP1	0.347
TERF2IP	UCHL1	0.299
TERF2IP	WDR5	0.195
TERF2IP	XRCC5	0.85
TERF2IP	XRCC6	0.889
TERT	TGFBR2	0.405
TERT	TIMM21	0.239
TERT	TPP1	0.729
TERT	TUBA1B	0.26
TERT	U2SURP	0.239
TERT	UBE2D3	0.393
TERT	UBR5	0.396
TERT	UPF1	0.603
TERT	VPRBP	0.642
TERT	WHSC1L1	0.421
TERT	XRCC5	0.989
TERT	XRCC6	0.989
TERT	YWHAQ	0.384
TERT	YWHAZ	0.506
TES	TGFB1I1	0.242
TES	THADA	0.804
TES	TLN1	0.354
TES	TNFAIP8L2	0.513
TES	TOR1AIP2	0.164
TES	TPM1	0.179
TES	TTC37	0.156
TES	TUBA1C	0.157
TES	USP9X	0.167
TES	UTRN	0.272
TES	VASP	0.74
TES	VPS25	0.228
TES	ZC3HAV1	0.15
TES	ZPR1	0.777
TES	ZSCAN32	0.156
TES	ZYX	0.554
TESC	WBP11	0.267
TESK1	YWHAB	0.707
TESK1	YY1	0.151
TESK2	TIAM1	0.205
TESK2	YWHAB	0.479
TESK2	ZBTB1	0.165
TESK2	ZBTB21	0.15
TESPA1	YWHAB	0.181
TESPA1	YWHAG	0.211
TESPA1	YWHAH	0.163
TET1	VPRBP	0.337
TET2	VPRBP	0.39
TET2	WT1	0.812
TET2	YWHAQ	0.239
TET3	VPRBP	0.408
TEX10	TP53BP1	0.68
TEX10	USP42	0.209
TEX10	WDR18	0.999
TEX10	XRCC6	0.245
TEX11	TIPIN	0.261
TEX11	TSC22D4	0.193
TEX13A	TXN	0.196
TEX13B	VSNL1	0.206
TEX19	ZNF490	0.198
TEX2	TOMM20	0.228
TEX264	TMEM79	0.226
TEX264	UPK3BL	0.522
TEX264	VANGL2	0.208
TEX28	TMCC1	0.395
TEX28	TMCC2	0.159
TEX28	TMCC3	0.733
TEX28	TMEM201	0.224
TEX28	TRIM13	0.183
TEX28	TRPM7	0.161
TEX29	TOR1A	0.189
TEX33	UBR2	0.185
TEX33	YWHAE	0.295
TEX33	YWHAZ	0.23
TEX37	ZBTB32	0.211
TF	TFR2	0.966
TF	TFRC	0.994
TF	TYRP1	0.379
TF	UTP3	0.177
TFAM	TFB1M	0.953
TFAM	TFB2M	0.998
TFAM	TOMM40	0.355
TFAM	TSPAN1	0.205
TFAM	VDAC2	0.408
TFAM	ZUFSP	0.235
TFAP2A	TFAP2B	0.949
TFAP2A	TFAP2C	0.945
TFAP2A	TFAP2D	0.96
TFAP2A	TP53	0.623
TFAP2A	UBE2I	0.427
TFAP2A	VEGFA	0.925
TFAP2A	XRCC5	0.424
TFAP2A	XRCC6	0.487
TFAP2A	YBX1	0.456
TFAP2A	YY1	0.96
TFAP2B	TFAP2C	0.903
TFAP2B	TP53	0.413
TFAP2B	UBE2I	0.931
TFAP2B	YEATS4	0.965
TFAP2C	TP53	0.714
TFAP2C	UBE2I	0.934
TFAP2C	UBN1	0.177
TFAP2C	WWOX	0.957
TFAP4	TFCP2	0.235
TFAP4	TP53	0.309
TFAP4	TTF2	0.201
TFAP4	UBN2	0.195
TFAP4	UBP1	0.21
TFAP4	UHRF2	0.209
TFAP4	USF2	0.383
TFAP4	XRCC5	0.386
TFB1M	YBEY	0.365
TFCP2	TFCP2L1	0.513
TFCP2	TLK1	0.202
TFCP2	UBE2I	0.309
TFCP2	UBP1	0.84
TFCP2	WNT4	0.153
TFCP2	YY1	0.975
TFDP1	TP53	0.954
TFDP1	TP53BP1	0.438
TFDP1	TRIM28	0.909
TFDP1	WDR5	0.238
TFDP1	YAF2	0.957
TFDP3	UBR4	0.221
TFDP3	ZNHIT2	0.16
TFE3	TFEB	0.971
TFE3	TFEC	0.429
TFEB	TFEC	0.664
TFEB	TRIM16	0.335
TFEB	YWHAB	0.285
TFEB	YWHAE	0.29
TFEB	YWHAG	0.267
TFEB	YWHAQ	0.332
TFEB	YWHAZ	0.257
TFF1	VSNL1	0.196
TFF1	ZNF250	0.185
TFF3	ZSCAN9	0.461
TFG	TRAF3	0.262
TFG	TRIM25	0.641
TFG	TRIM68	0.667
TFG	TSG101	0.402
TFG	UNK	0.224
TFIP11	TP53	0.321
TFIP11	TSSC4	0.688
TFIP11	TUFT1	0.876
TFIP11	USP6	0.211
TFIP11	USP7	0.6
TFIP11	ZGPAT	0.319
TFIP11	ZMAT2	0.258
TFPI	THBS1	0.486
TFPI2	TP53	0.294
TFPT	TPM2	0.167
TFPT	TPM3	0.547
TFPT	UCHL5	0.95
TFPT	YEATS4	0.41
TFPT	YY1	0.912
TFRC	TGOLN2	0.969
TFRC	TNFSF13B	0.212
TFRC	TP53	0.501
TFRC	TPP1	0.158
TFRC	UBQLN2	0.909
TFRC	VCAM1	0.496
TFRC	ZFP36	0.432
TGFB1	TGFB2	0.934
TGFB1	TGFBR1	0.996
TGFB1	TGFBR2	0.997
TGFB1	TGFBR3	0.967
TGFB1	THBS1	0.981
TGFB1	TUBA4A	0.188
TGFB1	TXN	0.195
TGFB1	VASN	0.597
TGFB1	VTN	0.512
TGFB1	YWHAE	0.379
TGFB1I1	TRAF4	0.622
TGFB1I1	VCL	0.901
TGFB1I1	XPO1	0.514
TGFB2	TGFBR2	0.986
TGFB2	VASN	0.718
TGFB2	VTN	0.339
TGFB3	TGFBR1	0.999
TGFB3	TGFBR2	0.998
TGFB3	VASN	0.766
TGFBR1	TGFBR2	0.995
TGFBR1	TGFBRAP1	0.958
TGFBR1	TOLLIP	0.4
TGFBR1	TPM1	0.413
TGFBR1	TRAF4	0.248
TGFBR1	TRAF6	0.617
TGFBR1	TSC22D1	0.456
TGFBR1	UCHL5	0.937
TGFBR1	USP11	0.67
TGFBR1	USP15	0.946
TGFBR1	USP4	0.445
TGFBR1	VHL	0.498
TGFBR1	YWHAZ	0.507
TGFBR1	ZAK	0.4
TGFBR1	ZFYVE9	0.964
TGFBR2	TGFBR3	0.982
TGFBR2	TGFBRAP1	0.956
TGFBR2	TRAF4	0.195
TGFBR2	TRAF6	0.517
TGFBR2	TSC22D1	0.449
TGFBR2	UBE2M	0.9
TGFBR2	UCHL5	0.903
TGFBR2	USP15	0.902
TGFBR2	VCP	0.157
TGFBR2	ZFYVE9	0.949
TGFBRAP1	UVRAG	0.433
TGFBRAP1	VPS11	0.996
TGFBRAP1	VPS16	0.984
TGFBRAP1	VPS18	0.992
TGFBRAP1	VPS33A	0.961
TGFBRAP1	VPS41	0.994
TGFBRAP1	VPS8	0.993
TGM2	TP53	0.738
TGM2	TXNDC5	0.241
TGM2	UBE2V1	0.223
TGM2	UBFD1	0.22
TGM2	VHL	0.379
TGM2	YWHAG	0.256
TGM2	YWHAQ	0.239
TGM2	YWHAZ	0.247
TGM2	ZFYVE19	0.223
TGM5	TWISTNB	0.189
TGM5	VWA9	0.189
TGM5	ZNHIT6	0.181
TGM7	UNKL	0.555
TGOLN2	TMF1	0.931
TGOLN2	TPD52	0.907
TGOLN2	TRAPPC8	0.208
TGOLN2	TRIP11	0.388
TGOLN2	UBIAD1	0.169
TGOLN2	UBR4	0.243
TGOLN2	UGDH	0.517
TGOLN2	UHRF1BP1L	0.226
TGOLN2	USO1	0.313
TGOLN2	USP8	0.157
TGOLN2	VAMP2	0.938
TGOLN2	VAMP3	0.95
TGOLN2	VAMP4	0.956
TGOLN2	VAMP7	0.939
TGOLN2	VAMP8	0.93
TGOLN2	VAPA	0.329
TGOLN2	VAPB	0.19
TGOLN2	VIPAS39	0.179
TGOLN2	VPS16	0.207
TGOLN2	VPS33A	0.157
TGOLN2	VPS45	0.161
TGOLN2	VPS51	0.923
TGOLN2	VPS54	0.945
TGOLN2	VTI1B	0.473
TGOLN2	YKT6	0.34
TGOLN2	YTHDF3	0.156
TGOLN2	ZDHHC20	0.233
TGOLN2	ZFPL1	0.236
TGOLN2	ZFYVE9	0.175
TGS1	XPO1	0.6
TGS1	ZNF76	0.151
TGS1	ZZEF1	0.15
TH	TYSND1	0.223
TH	YWHAQ	0.625
TH	ZBTB34	0.199
TH	ZNF569	0.205
THADA	UBA2	0.748
THADA	VSIG2	0.182
THADA	XPO4	0.324
THADA	XPO6	0.408
THAP1	U2AF2	0.157
THAP1	UBE2I	0.156
THAP1	VCX2	0.206
THAP1	WDYHV1	0.484
THAP1	WT1	0.393
THAP1	YES1	0.223
THAP1	ZCCHC10	0.424
THAP10	TP53BP1	0.685
THAP11	YEATS4	0.172
THAP11	ZSCAN31	0.179
THAP2	TRIM71	0.252
THAP3	UBL5	0.195
THAP4	TPD52	0.173
THAP7	TRIM26	0.185
THAP8	UBE2D2	0.219
THBS1	THBS2	0.942
THBS1	THBS3	0.238
THBS1	TUBA1A	0.174
THBS2	ZNF696	0.169
THBS3	THBS4	0.24
THBS3	TTLL5	0.183
THEM4	TOP3A	0.221
THEM4	TRMT61B	0.203
THEM6	TSPAN17	0.163
THEM6	TTC30B	0.177
THEMIS	ZAP70	0.648
THG1L	TP53RK	0.24
THG1L	TPD52L2	0.185
THG1L	TRMT61B	0.448
THG1L	ZNF524	0.29
THNSL1	TMEFF1	0.179
THNSL1	TRMT2A	0.154
THNSL1	TRMT61B	0.179
THNSL1	UTP11L	0.261
THOC1	THOC2	0.999
THOC1	THOC3	0.999
THOC1	THOC5	0.999
THOC1	THOC6	0.999
THOC1	THOC7	0.999
THOC1	THRAP3	0.252
THOC1	TPM1	0.799
THOC1	TPM3	0.386
THOC1	TRMT112	0.414
THOC1	UBR7	0.769
THOC1	USP13	0.818
THOC1	UTRN	0.818
THOC1	VPS53	0.769
THOC1	WDR77	0.551
THOC1	XPO4	0.815
THOC1	ZC3H11A	0.954
THOC1	ZC3H13	0.64
THOC1	ZC3H14	0.427
THOC1	ZC3H15	0.823
THOC1	ZC3H3	0.255
THOC1	ZCCHC8	0.479
THOC1	ZNF830	0.445
THOC2	THOC3	0.999
THOC2	THOC5	0.999
THOC2	THOC6	0.999
THOC2	THOC7	0.999
THOC2	THYN1	0.386
THOC2	TMEM131	0.166
THOC2	TP53BP1	0.675
THOC2	TPD52	0.15
THOC2	TPM1	0.386
THOC2	TTC1	0.459
THOC2	UBE3C	0.785
THOC2	USP7	0.585
THOC2	UTRN	0.811
THOC2	VIM	0.801
THOC2	VPS53	0.82
THOC2	WBSCR22	0.806
THOC2	XPO4	0.813
THOC2	XRCC6	0.17
THOC2	ZC3H11A	0.963
THOC2	ZC3H14	0.515
THOC2	ZC3H15	0.855
THOC2	ZCRB1	0.841
THOC2	ZMYM3	0.854
THOC3	THOC5	0.999
THOC3	THOC6	0.999
THOC3	THOC7	0.999
THOC3	TTC1	0.39
THOC3	UTRN	0.804
THOC3	VIM	0.82
THOC3	ZC3H15	0.805
THOC3	ZCRB1	0.87
THOC3	ZKSCAN5	0.804
THOC5	THOC6	0.999
THOC5	THOC7	0.999
THOC5	TJP1	0.384
THOC5	TJP2	0.386
THOC5	UBR7	0.821
THOC5	UTRN	0.806
THOC5	VIM	0.82
THOC5	WDR74	0.313
THOC5	XPO4	0.814
THOC5	ZC3H11A	0.953
THOC5	ZC3H14	0.654
THOC5	ZC3H15	0.817
THOC5	ZKSCAN5	0.809
THOC5	ZNF606	0.82
THOC5	ZNF830	0.693
THOC5	ZPR1	0.404
THOC6	THOC7	0.999
THOC6	TPR	0.922
THOC6	TRIM55	0.413
THOC6	U2AF2	0.951
THOC6	UTRN	0.825
THOC6	VDAC2	0.386
THOC6	ZC3H15	0.813
THOC6	ZCCHC8	0.784
THOC6	ZNF326	0.422
THOC7	TP53BP1	0.673
THOC7	TRMT112	0.442
THOC7	UBE3C	0.826
THOC7	USP13	0.81
THOC7	VIM	0.793
THOC7	WDR36	0.386
THOC7	ZC3H11A	0.952
THOC7	ZC3H14	0.457
THOC7	ZC3H15	0.84
THOC7	ZCRB1	0.818
THOC7	ZNF606	0.82
THOC7	ZPR1	0.39
THOP1	TIMM9	0.433
THOP1	TRAF2	0.164
THOP1	TTC39C	0.413
THOP1	TXNRD1	0.579
THOP1	UAP1	0.407
THOP1	UBE2H	0.713
THOP1	UNG	0.402
THOP1	VAV2	0.39
THOP1	WDR1	0.27
THOP1	XYLB	0.435
THRA	TRIM24	0.382
THRA	TRIM63	0.412
THRA	TRIP11	0.523
THRA	TXNRD1	0.382
THRA	UBE2I	0.474
THRA	ZBTB3	0.169
THRAP3	TP53	0.205
THRAP3	TRA2A	0.677
THRAP3	TRIP4	0.584
THRAP3	TRIP6	0.672
THRAP3	U2AF2	0.82
THRAP3	UBE2A	0.167
THRAP3	VDR	0.255
THRAP3	WHSC1	0.287
THRAP3	XRCC6	0.229
THRB	TP53	0.526
THRB	TRIP4	0.717
THRB	TSG101	0.382
THRB	UBE2I	0.944
THRSP	ZMYND12	0.234
THSD4	ZNF195	0.169
THSD4	ZNF609	0.189
THSD7A	TMUB2	0.802
THTPA	TRMT1L	0.386
THTPA	UBA5	0.803
THTPA	USP5	0.813
THTPA	USP7	0.386
THTPA	WDR59	0.211
THUMPD1	THUMPD3	0.421
THUMPD1	YAP1	0.386
THUMPD1	YBX1	0.182
